SNV/indel,CNV,STR,Mitochondria
SLC35A2,SLC35A2,,
SLC35C1,SLC35C1,,
SLC35D1,SLC35D1,,
SLC37A4,SLC37A4,,
SLC38A3,SLC38A3,,
SLC39A14,SLC39A14,,
SLC39A4,SLC39A4,,
SLC39A8,SLC39A8,,
SLC3A1,SLC3A1,,
SLC40A1,SLC40A1,,
SLC46A1,SLC46A1,,
SLC4A10,SLC4A10,,
SLC52A2,SLC52A2,,
SLC52A3,SLC52A3,,
SLC5A1,SLC5A1,,
SLC5A6,SLC5A6,,
SLC6A1,SLC6A1,,
SLC6A19,SLC6A19,,
SLC6A3,SLC6A3,,
SLC6A8,SLC6A8,,
SLC7A7,SLC7A7,,
SLC7A9,SLC7A9,,
SLC9A6,SLC9A6,,
SMARCA2,SMARCA2,,
SMARCC2,SMARCC2,,
SMC1A,SMC1A,,
SMPD1,SMPD1,,
SMS,SMS,,
SNAP25,SNAP25,,
SNIP1,SNIP1,,
SNORD118,SNORD118,,
SPATA5,SPATA5,,
SPATA5L1,SPATA5L1,,
SPG7,SPG7,,
SPOUT1,SPOUT1,,
SPR,SPR,,
SPTAN1,SPTAN1,,
SPTBN1,SPTBN1,,
SPTLC1,SPTLC1,,
SPTLC2,SPTLC2,,
SQOR,SQOR,,
SRD5A3,SRD5A3,,
SSBP1,SSBP1,,
SSR4,SSR4,,
ST3GAL3,ST3GAL3,,
ST3GAL5,ST3GAL5,,
STAG1,STAG1,,
STAMBP,STAMBP,,
STRADA,STRADA,,
STS,STS,,
STT3A,STT3A,,
STX1B,STX1B,,
STXBP1,STXBP1,,
SUCLA2,SUCLA2,,
SUCLG1,SUCLG1,,
SUMF1,SUMF1,,
SUOX,SUOX,,
SUPV3L1,SUPV3L1,,
SURF1,SURF1,,
SYN1,SYN1,,
SYNGAP1,SYNGAP1,,
SYNJ1,SYNJ1,,
SZT2,SZT2,,
TACO1,TACO1,,
TAF8,TAF8,,
TALDO1,TALDO1,,
TAMM41,TAMM41,,
TANGO2,TANGO2,,
TARS2,TARS2,,
TAT,TAT,,
TAZ,TAZ,,
TBC1D24,TBC1D24,,
TBC1D2B,TBC1D2B,,
TBCD,TBCD,,
TBCK,TBCK,,
TBL1XR1,TBL1XR1,,
TCF4,TCF4,,
TCN2,TCN2,,
TDP2,TDP2,,
TEFM,TEFM,,
TFAM,TFAM,,
TFE3,TFE3,,
TFR2,TFR2,,
TH,TH,,
TIAM1,TIAM1,,
TIMM50,TIMM50,,
TIMM8A,TIMM8A,,
TIMMDC1,TIMMDC1,,
TK2,TK2,,
TMEM126B,TMEM126B,,
TMEM165,TMEM165,,
TMEM167A,TMEM167A,,
TMEM199,TMEM199,,
TMEM222,TMEM222,,
TMEM5,TMEM5,,
TMEM63B,TMEM63B,,
TMEM70,TMEM70,,
TMX2,TMX2,,
TNPO2,TNPO2,,
TOMM7,TOMM7,,
TOP3A,TOP3A,,
TPK1,TPK1,,
TPP1,TPP1,,
TRA2B,TRA2B,,
TRAK1,TRAK1,,
TRAP1,TRAP1,,
TRAPPC12,TRAPPC12,,
TRAPPC4,TRAPPC4,,
TREX1,TREX1,,
TRIM37,TRIM37,,
TRIM8,TRIM8,,
TRIT1,TRIT1,,
TRMT10C,TRMT10C,,
TRMT5,TRMT5,,
TRMU,TRMU,,
TRNT1,TRNT1,,
TRPM3,TRPM3,,
TRPM6,TRPM6,,
TRPM7,TRPM7,,
TSC1,TSC1,,
TSC2,TSC2,,
TSEN54,TSEN54,,
TSFM,TSFM,,
TTC19,TTC19,,
TTC37,TTC37,,
TTPA,TTPA,,
TUBA1A,TUBA1A,,
TUBB2A,TUBB2A,,
TUBB2B,TUBB2B,,
TUBB3,TUBB3,,
TUBB4A,TUBB4A,,
TUBG1,TUBG1,,
TUBGCP2,TUBGCP2,,
TUFM,TUFM,,
TUSC3,TUSC3,,
TWNK,TWNK,,
TYMP,TYMP,,
U2AF2,U2AF2,,
UBA5,UBA5,,
UBAP2L,UBAP2L,,
UBE2A,UBE2A,,
UBE3A,UBE3A,,
UBR5,UBR5,,
UBR7,UBR7,,
UFM1,UFM1,,
UFSP2,UFSP2,,
UGDH,UGDH,,
UGGT1,UGGT1,,
UGP2,UGP2,,
UGT1A1,UGT1A1,,
UMOD,UMOD,,
UMPS,UMPS,,
UNC13A,UNC13A,,
UNC80,UNC80,,
UPB1,UPB1,,
UQCC2,UQCC2,,
UQCRB,UQCRB,,
UQCRC2,UQCRC2,,
UQCRFS1,UQCRFS1,,
UROD,UROD,,
UROS,UROS,,
USP18,USP18,,
VAMP2,VAMP2,,
VARS,VARS,,
VARS2,VARS2,,
VIPAS39,VIPAS39,,
VKORC1,VKORC1,,
VPS11,VPS11,,
VPS16,VPS16,,
VPS33A,VPS33A,,
VPS33B,VPS33B,,
WARS2,WARS2,,
WASF1,WASF1,,
WDR37,WDR37,,
WDR45,WDR45,,
WDR45B,WDR45B,,
WDR47,WDR47,,
WDR73,WDR73,,
WFS1,WFS1,,
WNK3,WNK3,,
WWOX,WWOX,,
XDH,XDH,,
XPNPEP3,XPNPEP3,,
XYLT1,XYLT1,,
XYLT2,XYLT2,,
YARS2,YARS2,,
YIPF5,YIPF5,,
YWHAG,YWHAG,,
ZBTB18,ZBTB18,,
ZBTB47,ZBTB47,,
ZDHHC9,ZDHHC9,,
ZEB2,ZEB2,,
ZNF142,ZNF142,,
ZNF335,ZNF335,,
ZNFX1,ZNFX1,,
ABCA2,ABCA2,,
ABI2,ABI2,,
ADAM22,ADAM22,,
ADAT3,ADAT3,,
ADD1,ADD1,,
ADGRL1,ADGRL1,,
AIMP2,AIMP2,,
AJAP1,AJAP1,,
ALG2,ALG2,,
ASTN1,ASTN1,,
ATP2B1,ATP2B1,,
ATP5B,ATP5B,,
ATP6AP2,ATP6AP2,,
BAIAP2,BAIAP2,,
BLOC1S1,BLOC1S1,,
BORCS5,BORCS5,,
BORCS8,BORCS8,,
BSN,BSN,,
CACNA1H,CACNA1H,,
CACNA2D1,CACNA2D1,,
CAMK2D,CAMK2D,,
CCDC88C,CCDC88C,,
CCT8,CCT8,,
CD320,CD320,,
CDC42BPB,CDC42BPB,,
CELF4,CELF4,,
CELSR3,CELSR3,,
CLCN7,CLCN7,,
COA3,COA3,,
COASY,COASY,,
COG3,COG3,,
COLGALT1,COLGALT1,,
COX4I2,COX4I2,,
CPSF3,CPSF3,,
CSNK1G1,CSNK1G1,,
CTU2,CTU2,,
DALRD3,DALRD3,,
DCC,DCC,,
DENND5B,DENND5B,,
DHX16,DHX16,,
EFHC1,EFHC1,,
EHHADH,EHHADH,,
EIF2AK2,EIF2AK2,,
EMX2,EMX2,,
ERAL1,ERAL1,,
EXOC7,EXOC7,,
FAM50A,FAM50A,,
FDFT1,FDFT1,,
FSD1L,FSD1L,,
GABRA3,GABRA3,,
GATC,GATC,,
GLI3,GLI3,,
GUF1,GUF1,,
HEATR5B,HEATR5B,,
HOXA1,HOXA1,,
IDH1,IDH1,,
JAKMIP1,JAKMIP1,,
JKAMP,JKAMP,,
KATNB1,KATNB1,,
KCNB2,KCNB2,,
KDM2A,KDM2A,,
KIF1BP,KIF1BP,,
LDHD,LDHD,,
LIPC,LIPC,,
LMAN2L,LMAN2L,,
LMNB1,LMNB1,,
LYST,LYST,,
MAST1,MAST1,,
MED17,MED17,,
MRPS14,MRPS14,,
MRPS16,MRPS16,,
MRPS7,MRPS7,,
MT-RNR2,MT-RNR2,,
NCDN,NCDN,,
NDP,NDP,,
NDUFB9,NDUFB9,,
NECAP1,NECAP1,,
NRDC,NRDC,,
NSF,NSF,,
OPLAH,OPLAH,,
OTX2,OTX2,,
PAICS,PAICS,,
PAK2,PAK2,,
PARP6,PARP6,,
PET117,PET117,,
PPP2R1A,PPP2R1A,,
PRICKLE1,PRICKLE1,,
PRMT9,PRMT9,,
PSPH,PSPH,,
PTF1A,PTF1A,,
PTPMT1,PTPMT1,,
RAB11A,RAB11A,,
RAB3GAP1,RAB3GAP1,,
RAB3GAP2,RAB3GAP2,,
RANBP2,RANBP2,,
RNF2,RNF2,,
RNU4ATAC,RNU4ATAC,,
RPS6KC1,RPS6KC1,,
RUSC2,RUSC2,,
RYR1,RYR1,,
RYR2,RYR2,,
RYR3,RYR3,,
SAMD12,SAMD12,,
SDHAF2,SDHAF2,,
SDHC,SDHC,,
SIX3,SIX3,,
SLC31A1,SLC31A1,,
SLC35A3,SLC35A3,,
SLC45A1,SLC45A1,,
SNF8,SNF8,,
SNX27,SNX27,,
SPTBN4,SPTBN4,,
SSR3,SSR3,,
STARD7,STARD7,,
STAT2,STAT2,,
SYNCRIP,SYNCRIP,,
TANC2,TANC2,,
TBC1D20,TBC1D20,,
TCP1,TCP1,,
TELO2,TELO2,,
TET3,TET3,,
TKFC,TKFC,,
TMEM106B,TMEM106B,,
TMEM65,TMEM65,,
TNK2,TNK2,,
TRAF7,TRAF7,,
TRAPPC11,TRAPPC11,,
TRAPPC6B,TRAPPC6B,,
TRIP13,TRIP13,,
TRRAP,TRRAP,,
TSEN15,TSEN15,,
TSEN2,TSEN2,,
TSEN34,TSEN34,,
TUBA8,TUBA8,,
TUBB,TUBB,,
TXNRD1,TXNRD1,,
UFC1,UFC1,,
UQCC3,UQCC3,,
UQCRC1,UQCRC1,,
UQCRQ,UQCRQ,,
UROC1,UROC1,,
USP7,USP7,,
VLDLR,VLDLR,,
VPS50,VPS50,,
WDR62,WDR62,,
WSB2,WSB2,,
XK,XK,,
YIF1B,YIF1B,,
YME1L1,YME1L1,,
ZMIZ1,ZMIZ1,,
ZMYM2,ZMYM2,,
ABCG2,ABCG2,,
ACAT2,ACAT2,,
ADGRV1,ADGRV1,,
ADRA2B,ADRA2B,,
AGMO,AGMO,,
AKT1,AKT1,,
ALDH1B1,ALDH1B1,,
ALG10,ALG10,,
AMPD1,AMPD1,,
AOX1,AOX1,,
ATAD3B,ATAD3B,,
ATP5C1,ATP5C1,,
ATP5G1,ATP5G1,,
ATP5G2,ATP5G2,,
ATP5I,ATP5I,,
ATP5J,ATP5J,,
ATXN7,ATXN7,,
BCAT1,BCAT1,,
BCORL1,BCORL1,,
BET1,BET1,,
BOLA1,BOLA1,,
BOLA2,BOLA2,,
C1GALT1C1,C1GALT1C1,,
CACNB4,CACNB4,,
CAMK2G,CAMK2G,,
CAMLG,CAMLG,,
CASR,CASR,,
CBL,CBL,,
CCDC186,CCDC186,,
CCND2,CCND2,,
CEP89,CEP89,,
CETP,CETP,,
CHMP3,CHMP3,,
CHRM1,CHRM1,,
CLCN2,CLCN2,,
CLCN6,CLCN6,,
CLPS,CLPS,,
CNDP1,CNDP1,,
COA1,COA1,,
COA5,COA5,,
COG2,COG2,,
COX5B,COX5B,,
COX6C,COX6C,,
COX7A1,COX7A1,,
COX7A2,COX7A2,,
COX7B2,COX7B2,,
COX7C,COX7C,,
COX8A,COX8A,,
CPA6,CPA6,,
CRH,CRH,,
CSNK2A1,CSNK2A1,,
CYP7A1,CYP7A1,,
DHFR2,DHFR2,,
DLST,DLST,,
DMBX1,DMBX1,,
DMGDH,DMGDH,,
DPEP1,DPEP1,,
DTD1,DTD1,,
ECSIT,ECSIT,,
EGF,EGF,,
EIF2A,EIF2A,,
ERCC6L2,ERCC6L2,,
FBP2,FBP2,,
FIG4,FIG4,,
FOLR2,FOLR2,,
FOLR3,FOLR3,,
FTL,FTL,,
FUT2,FUT2,,
FXYD2,FXYD2,,
GAL,GAL,,
GALNT12,GALNT12,,
GATAD2B,GATAD2B,,
GATB,GATB,,
GGT1,GGT1,,
GLRB,GLRB,,
GNB2,GNB2,,
HAL,HAL,,
HYKK,HYKK,,
IDH3B,IDH3B,,
INO80,INO80,,
KCNH8,KCNH8,,
KHK,KHK,,
KMT5B,KMT5B,,
LACTB,LACTB,,
LIPI,LIPI,,
LMNB2,LMNB2,,
MAGI2,MAGI2,,
MAPK10,MAPK10,,
MATN4,MATN4,,
MCM3AP,MCM3AP,,
MRPL12,MRPL12,,
MRPL40,MRPL40,,
MRPS23,MRPS23,,
MTHFD1,MTHFD1,,
MYO1H,MYO1H,,
NAT8L,NAT8L,,
NDUFA3,NDUFA3,,
NDUFA5,NDUFA5,,
NDUFA7,NDUFA7,,
NDUFAB1,NDUFAB1,,
NDUFB1,NDUFB1,,
NDUFB2,NDUFB2,,
NDUFB4,NDUFB4,,
NDUFB5,NDUFB5,,
NDUFB6,NDUFB6,,
NDUFC1,NDUFC1,,
NDUFS5,NDUFS5,,
NDUFV3,NDUFV3,,
NID1,NID1,,
NRAS,NRAS,,
NT5C,NT5C,,
NUP62,NUP62,,
OSTC,OSTC,,
OXA1L,OXA1L,,
PCDHB4,PCDHB4,,
PCLO,PCLO,,
PDK1,PDK1,,
PDK2,PDK2,,
PDK4,PDK4,,
PDP2,PDP2,,
PDPR,PDPR,,
PDXK,PDXK,,
PEX11A,PEX11A,,
PHKG1,PHKG1,,
PHYKPL,PHYKPL,,
PIK3CA,PIK3CA,,
PNLIP,PNLIP,,
PNPLA4,PNPLA4,,
POP1,POP1,,
PPM1B,PPM1B,,
PPM1K,PPM1K,,
PRDM8,PRDM8,,
PREPL,PREPL,,
PRICKLE2,PRICKLE2,,
PSMB8,PSMB8,,
PTCD1,PTCD1,,
PTCH1,PTCH1,,
PTPRZ1,PTPRZ1,,
RALGAPB,RALGAPB,,
RNU12,RNU12,,
RNU5A-1,RNU5A-1,,
ROBO3,ROBO3,,
RTEL1,RTEL1,,
RUBCN,RUBCN,,
SARDH,SARDH,,
SCARB1,SCARB1,,
SCN2B,SCN2B,,
SCN9A,SCN9A,,
SEC24D,SEC24D,,
SEC31A,SEC31A,,
SHH,SHH,,
SHPK,SHPK,,
SLC22A4,SLC22A4,,
SLC25A2,SLC25A2,,
SLC25A40,SLC25A40,,
SLC26A6,SLC26A6,,
SLC27A5,SLC27A5,,
SLC36A2,SLC36A2,,
SLC52A1,SLC52A1,,
SLC6A20,SLC6A20,,
SLC6A5,SLC6A5,,
SLC7A6OS,SLC7A6OS,,
SLCO1B1,SLCO1B1,,
SLCO1B3,SLCO1B3,,
SRPX2,SRPX2,,
SRRT,SRRT,,
STIL,STIL,,
STT3B,STT3B,,
SUCLG2,SUCLG2,,
SUGCT,SUGCT,,
TCN1,TCN1,,
TDO2,TDO2,,
TGIF1,TGIF1,,
TIMM44,TIMM44,,
TM6SF2,TM6SF2,,
TMEM126A,TMEM126A,,
TPMT,TPMT,,
TREH,TREH,,
TUBA3E,TUBA3E,,
TXN2,TXN2,,
UNC13B,UNC13B,,
UQCRH,UQCRH,,
USF1,USF1,,
VPS13C,VPS13C,,
ZIC2,ZIC2,,
