SNV/indel,CNV,STR,Mitochondria
GAS2L2,GAS2L2,,
GATA3,GATA3,,
GATA4,GATA4,,
GATA6,GATA6,,
GATAD2B,GATAD2B,,
GATM,GATM,,
GBA,GBA,,
GBE1,GBE1,,
GCDH,GCDH,,
GCH1,GCH1,,
GCK,GCK,,
GCM2,GCM2,,
GCSH,GCSH,,
GDAP1,GDAP1,,
GDI1,GDI1,,
GEMIN2,GEMIN2,,
GEMIN4,GEMIN4,,
GET4,GET4,,
GFAP,GFAP,,
GFER,GFER,,
GFM1,GFM1,,
GFM2,GFM2,,
GFRA1,GFRA1,,
GGT1,GGT1,,
GHRL,GHRL,,
GIPC1,GIPC1,,
GJA1,GJA1,,
GJB2,GJB2,,
GJC2,GJC2,,
GJD2,GJD2,,
GK,GK,,
GLA,GLA,,
GLB1,GLB1,,
GLDC,GLDC,,
GLE1,GLE1,,
GLG1,GLG1,,
GLI2,GLI2,,
GLI3,GLI3,,
GLP1R,GLP1R,,
GLRA1,GLRA1,,
GLRA2,GLRA2,,
GLRB,GLRB,,
GLS,GLS,,
GLUD1,GLUD1,,
GLUL,GLUL,,
GLYCTK,GLYCTK,,
GM2A,GM2A,,
GMPPA,GMPPA,,
GMPPB,GMPPB,,
GNA11,GNA11,,
GNA12,GNA12,,
GNAI1,GNAI1,,
GNAO1,GNAO1,,
GNAQ,GNAQ,,
GNB1,GNB1,,
GNB2,GNB2,,
GNB5,GNB5,,
GNPAT,GNPAT,,
GNPTAB,GNPTAB,,
GOLGA2,GOLGA2,,
GOLGA7B,GOLGA7B,,
GORAB,GORAB,,
GOSR2,GOSR2,,
GOT2,GOT2,,
GP5,GP5,,
GPAA1,GPAA1,,
GPHN,GPHN,,
GPI,GPI,,
GPM6A,GPM6A,,
GPR179,GPR179,,
GPR37L1,GPR37L1,,
GPSM2,GPSM2,,
GPT2,GPT2,,
GPX4,GPX4,,
GRAMD1C,GRAMD1C,,
GRAMD4,GRAMD4,,
GRB10,GRB10,,
GREB1L,GREB1L,,
GRHL2,GRHL2,,
GRIA1,GRIA1,,
GRIA2,GRIA2,,
GRIA3,GRIA3,,
GRIA4,GRIA4,,
GRIK1,GRIK1,,
GRIK2,GRIK2,,
GRIK4,GRIK4,,
GRIN1,GRIN1,,
GRIN2A,GRIN2A,,
GRIN2B,GRIN2B,,
GRIN2D,GRIN2D,,
GRINA,GRINA,,
GRIP1,GRIP1,,
GRM1,GRM1,,
GRM3,GRM3,,
GRM4,GRM4,,
GRM7,GRM7,,
GRM8,GRM8,,
GRN,GRN,,
GSN,GSN,,
GSPT2,GSPT2,,
GSS,GSS,,
GSTCD,GSTCD,,
GSTM1,GSTM1,,
GTF2A2,GTF2A2,,
GTF2IRD2,GTF2IRD2,,
GTF3C3,GTF3C3,,
GTF3C5,GTF3C5,,
GTPBP2,GTPBP2,,
GTPBP3,GTPBP3,,
GUCY1A3,GUCY1A3,,
GUCY2D,GUCY2D,,
GUF1,GUF1,,
GUSB,GUSB,,
GYS1,GYS1,,
GYS2,GYS2,,
H3-3A,H3-3A,,
H3-3B,H3-3B,,
H4C3,H4C3,,
H4C5,H4C5,,
HACD3,HACD3,,
HACE1,HACE1,,
HADHA,HADHA,,
HADHB,HADHB,,
HADHSC,HADHSC,,
HAP1,HAP1,,
HARS1,HARS1,,
HAX1,HAX1,,
HCCS,HCCS,,
HCFC1,HCFC1,,
HCN1,HCN1,,
HCN2,HCN2,,
HCN4,HCN4,,
HDAC1,HDAC1,,
HDAC3,HDAC3,,
HDAC4,HDAC4,,
HDAC8,HDAC8,,
HDAC9,HDAC9,,
HEATR5B,HEATR5B,,
HECTD4,HECTD4,,
HECW1,HECW1,,
HECW2,HECW2,,
HELZ,HELZ,,
HEPACAM,HEPACAM,,
HEPHL1,HEPHL1,,
HERC1,HERC1,,
HERC2,HERC2,,
HES1,HES1,,
HES4,HES4,,
HESX1,HESX1,,
HEXA,HEXA,,
HEXB,HEXB,,
HGD,HGD,,
HGSNAT,HGSNAT,,
HHAT,HHAT,,
HIBCH,HIBCH,,
HID1,HID1,,
HIKESHI,HIKESHI,,
HINT1,HINT1,,
HIP1,HIP1,,
HIRA,HIRA,,
HIVEP1,HIVEP1,,
HIVEP2,HIVEP2,,
HLCS,HLCS,,
HMBS,HMBS,,
HMCN1,HMCN1,,
HMGB4,HMGB4,,
HMGCL,HMGCL,,
HMGCS2,HMGCS2,,
HMOX1,HMOX1,,
HNF1B,HNF1B,,
HNRNPA1,HNRNPA1,,
HNRNPAB,HNRNPAB,,
HNRNPH2,HNRNPH2,,
HNRNPU,HNRNPU,,
HNRPH1,HNRPH1,,
HNRPR,HNRPR,,
HOXA6,HOXA6,,
HOXD,HOXD,,
HPD,HPD,,
HPDL,HPDL,,
HPRT1,HPRT1,,
HPS3,HPS3,,
HR,HR,,
HS2ST1,HS2ST1,,
HS6ST2,HS6ST2,,
HSD17B10,HSD17B10,,
HSD17B4,HSD17B4,,
HSPA12A,HSPA12A,,
HSPA1L,HSPA1L,,
HSPD1,HSPD1,,
HSPE1,HSPE1,,
HTR1A,HTR1A,,
HTR1F,HTR1F,,
HTR2A,HTR2A,,
HTR2C,HTR2C,,
HTR6,HTR6,,
HTRA1,HTRA1,,
HTRA2,HTRA2,,
HTT,HTT,,
HUWE1,HUWE1,,
HYCC1,HYCC1,,
HYDIN,HYDIN,,
IARS1,IARS1,,
IARS2,IARS2,,
IBA57,IBA57,,
ICAM3,ICAM3,,
ICK,ICK,,
ID2,ID2,,
IDH1,IDH1,,
IDH2,IDH2,,
IDH3A,IDH3A,,
IDS,IDS,,
IDUA,IDUA,,
IER3IP1,IER3IP1,,
IFIH1,IFIH1,,
IFNA8,IFNA8,,
IFNAR1,IFNAR1,,
IFNAR2,IFNAR2,,
IFT140,IFT140,,
IGFALS,IGFALS,,
IGHMBP2,IGHMBP2,,
IGSF6,IGSF6,,
IGSF8,IGSF8,,
IKBKG,IKBKG,,
IL10,IL10,,
IL12RB1,IL12RB1,,
IL1B,IL1B,,
IL1RAPL1,IL1RAPL1,,
IL1RN,IL1RN,,
IL27RA,IL27RA,,
IL6,IL6,,
IL6ST,IL6ST,,
IMMP2L,IMMP2L,,
IMPDH2,IMPDH2,,
INA,INA,,
INCENP,INCENP,,
ING5,ING5,,
INO80,INO80,,
INPP4A,INPP4A,,
INPP5K,INPP5K,,
INSR,INSR,,
INTS1,INTS1,,
INTS11,INTS11,,
INTS8,INTS8,,
IP6K3,IP6K3,,
IQCC,IQCC,,
IQGAP2,IQGAP2,,
IQGAP3,IQGAP3,,
IQSEC1,IQSEC1,,
IQSEC2,IQSEC2,,
IREB2,IREB2,,
IRF2BPL,IRF2BPL,,
IRF3,IRF3,,
ISCA1,ISCA1,,
ISCA2,ISCA2,,
ISG15,ISG15,,
ITFG2,ITFG2,,
ITGA4,ITGA4,,
ITGA5,ITGA5,,
ITGB1BP1,ITGB1BP1,,
ITIH4,ITIH4,,
ITLN1,ITLN1,,
ITPA,ITPA,,
ITPR1,ITPR1,,
ITPRID2,ITPRID2,,
IVD,IVD,,
JAM2,JAM2,,
JAM3,JAM3,,
JKAMP,JKAMP,,
JMJD1C,JMJD1C,,
JRK,JRK,,
JUP,JUP,,
KANSL1,KANSL1,,
KARS1,KARS1,,
KAT14,KAT14,,
KAT5,KAT5,,
KAT6A,KAT6A,,
KAT6B,KAT6B,,
KAT8,KAT8,,
KATNAL2,KATNAL2,,
KATNB1,KATNB1,,
KATNIP,KATNIP,,
KBTBD13,KBTBD13,,
KCNA1,KCNA1,,
KCNA2,KCNA2,,
KCNA3,KCNA3,,
KCNA4,KCNA4,,
KCNA6,KCNA6,,
KCNAB1,KCNAB1,,
KCNAB2,KCNAB2,,
KCNB1,KCNB1,,
KCNC1,KCNC1,,
KCNC2,KCNC2,,
KCNC3,KCNC3,,
KCND1,KCND1,,
KCND2,KCND2,,
KCND3,KCND3,,
KCNE1,KCNE1,,
KCNE2,KCNE2,,
KCNG1,KCNG1,,
KCNH1,KCNH1,,
KCNH2,KCNH2,,
KCNH5,KCNH5,,
KCNIP1,KCNIP1,,
KCNJ10,KCNJ10,,
KCNJ11,KCNJ11,,
KCNJ2,KCNJ2,,
KCNJ5,KCNJ5,,
KCNJ6,KCNJ6,,
KCNK4,KCNK4,,
KCNK9,KCNK9,,
KCNMA1,KCNMA1,,
KCNMB1,KCNMB1,,
KCNMB3,KCNMB3,,
KCNN2,KCNN2,,
KCNN3,KCNN3,,
KCNQ1,KCNQ1,,
KCNQ2,KCNQ2,,
KCNQ3,KCNQ3,,
KCNQ5,KCNQ5,,
KCNT1,KCNT1,,
KCNT2,KCNT2,,
KCNV2,KCNV2,,
KCTD13,KCTD13,,
KCTD14,KCTD14,,
KCTD19,KCTD19,,
KCTD3,KCTD3,,
KCTD7,KCTD7,,
KDM1A,KDM1A,,
KDM3A,KDM3A,,
KDM3B,KDM3B,,
KDM4B,KDM4B,,
KDM5A,KDM5A,,
KDM5B,KDM5B,,
KDM5C,KDM5C,,
KDM6A,KDM6A,,
KDM6B,KDM6B,,
KDR,KDR,,
KEL,KEL,,
KERA,KERA,,
KHK,KHK,,
KIAA0100,KIAA0100,,
KIAA0319L,KIAA0319L,,
KIAA0586,KIAA0586,,
KIAA0753,KIAA0753,,
KIAA1109,KIAA1109,,
KIF11,KIF11,,
KIF13B,KIF13B,,
KIF1A,KIF1A,,
KIF1C,KIF1C,,
KIF2A,KIF2A,,
KIF3C,KIF3C,,
KIF4A,KIF4A,,
KIF5A,KIF5A,,
KIF5B,KIF5B,,
KIF5C,KIF5C,,
KIF6,KIF6,,
KIF7,KIF7,,
KIRREL3,KIRREL3,,
KLC2,KLC2,,
KLF13,KLF13,,
KLHDC4,KLHDC4,,
KLHDC9,KLHDC9,,
KLHL15,KLHL15,,
KLHL17,KLHL17,,
KLHL20,KLHL20,,
KLHL41,KLHL41,,
KLHL42,KLHL42,,
KLHL7,KLHL7,,
KLRG2,KLRG2,,
KMT2A,KMT2A,,
KMT2B,KMT2B,,
KMT2C,KMT2C,,
KMT2D,KMT2D,,
KMT2E,KMT2E,,
KMT5B,KMT5B,,
KNL1,KNL1,,
KNSTRN+PIK3CD,KNSTRN+PIK3CD,,
KNTC1,KNTC1,,
KPNA7,KPNA7,,
KPTN,KPTN,,
KRAS,KRAS,,
KRIT1,KRIT1,,
KRT1,KRT1,,
KRT4,KRT4,,
KRT6B,KRT6B,,
L1CAM,L1CAM,,
L2HGDH,L2HGDH,,
LAGE3,LAGE3,,
LAMA1,LAMA1,,
LAMA2,LAMA2,,
LAMA5,LAMA5,,
LAMB1,LAMB1,,
LAMB2,LAMB2,,
LAMB3,LAMB3,,
LAMC2,LAMC2,,
LAMC3,LAMC3,,
LARGE1,LARGE1,,
LARP1B,LARP1B,,
LARP4,LARP4,,
LARP7,LARP7,,
LARS1,LARS1,,
LARS2,LARS2,,
LCP2,LCP2,,
LCTL,LCTL,,
LDLR,LDLR,,
LEAP2,LEAP2,,
LEPR,LEPR,,
LETM1,LETM1,,
LGALS3BP,LGALS3BP,,
LGI1,LGI1,,
LGI3,LGI3,,
LGI4,LGI4,,
LIAS,LIAS,,
LIFR,LIFR,,
LIG3,LIG3,,
LINGO1,LINGO1,,
LINS1,LINS1,,
LIPN,LIPN,,
LIPT1,LIPT1,,
LIPT2,LIPT2,,
LMAN1L,LMAN1L,,
LMAN2L,LMAN2L,,
LMBRD1,LMBRD1,,
LMBRD2,LMBRD2,,
LMNB1,LMNB1,,
LMNB2,LMNB2,,
LMNTD2,LMNTD2,,
LMX1B,LMX1B,,
LNPK,LNPK,,
LNX1,LNX1,,
LONP1,LONP1,,
LORICRIN,LORICRIN,,
LOXL3,LOXL3,,
LPA,LPA,,
LPAR2,LPAR2,,
LRFN2,LRFN2,,
LRFN5,LRFN5,,
LRIG1,LRIG1,,
LRP12,LRP12,,
LRP1B,LRP1B,,
LRP2,LRP2,,
LRPPRC,LRPPRC,,
LRRC24,LRRC24,,
LRRC37A3,LRRC37A3,,
LRRC4,LRRC4,,
LRRC40,LRRC40,,
LRRC4C,LRRC4C,,
LRRC74A,LRRC74A,,
LRRD1,LRRD1,,
LRRIQ4,LRRIQ4,,
LRRK2,LRRK2,,
LSM1,LSM1,,
LSM11,LSM11,,
LSS,LSS,,
LYPLA2,LYPLA2,,
LYRM1,LYRM1,,
LZTR1,LZTR1,,
MACF1,MACF1,,
MAD1L1,MAD1L1,,
MADD,MADD,,
MAF,MAF,,
MAGED1,MAGED1,,
MAGEL2,MAGEL2,,
MAGI2,MAGI2,,
MAGI3,MAGI3,,
MAN1B1,MAN1B1,,
MANBA,MANBA,,
MAOA,MAOA,,
MAP1B,MAP1B,,
MAP2,MAP2,,
MAP2K1,MAP2K1,,
MAPK1,MAPK1,,
MAPK10,MAPK10,,
MAPK3,MAPK3,,
MAPK8IP3,MAPK8IP3,,
MAPKAPK5,MAPKAPK5,,
MAPRE2,MAPRE2,,
MAPT,MAPT,,
MARCHF6,MARCHF6,,
MARCHF9,MARCHF9,,
MAST1,MAST1,,
MAST3,MAST3,,
MAST4,MAST4,,
MASTL,MASTL,,
MATN2,MATN2,,
MATN4,MATN4,,
MATR3,MATR3,,
MBD3L1,MBD3L1,,
MBD5,MBD5,,
MBL2,MBL2,,
MBOAT2,MBOAT2,,
MBOAT7,MBOAT7,,
MBTPS1,MBTPS1,,
MBTPS2,MBTPS2,,
MC3R,MC3R,,
MC4R,MC4R,,
MCCC1,MCCC1,,
MCCC2,MCCC2,,
MCF2L,MCF2L,,
MCM3AP,MCM3AP,,
MCM4,MCM4,,
MCM8,MCM8,,
MCMDC2,MCMDC2,,
MCOLN1,MCOLN1,,
MCRS1,MCRS1,,
MDH1,MDH1,,
MDH2,MDH2,,
MDM2,MDM2,,
MDN1,MDN1,,
ME2,ME2,,
ME3,ME3,,
MECP2,MECP2,,
MED11,MED11,,
MED12,MED12,,
MED12L,MED12L,,
MED13,MED13,,
MED13L,MED13L,,
MED17,MED17,,
MED23,MED23,,
MED25,MED25,,
MED27,MED27,,
MED30,MED30,,
MEF2C,MEF2C,,
MEFV,MEFV,,
MEGF10,MEGF10,,
MEGF6,MEGF6,,
MEIS2,MEIS2,,
MEN1,MEN1,,
MEPCE,MEPCE,,
METRN,METRN,,
METTL21A,METTL21A,,
METTL22,METTL22,,
METTL23,METTL23,,
METTL5,METTL5,,
MFF,MFF,,
MFN2,MFN2,,
MFSD2A,MFSD2A,,
MFSD6,MFSD6,,
MFSD8,MFSD8,,
MGA,MGA,,
MGAT2,MGAT2,,
MGP,MGP,,
MICAL1,MICAL1,,
MICAL3,MICAL3,,
MICALL1,MICALL1,,
MICOS13,MICOS13,,
MICU1,MICU1,,
MID2,MID2,,
MILR1,MILR1,,
MINDY2,MINDY2,,
MINPP1,MINPP1,,
MIPEP,MIPEP,,
MKI67,MKI67,,
MKRN2,MKRN2,,
MKS1,MKS1,,
MLC1,MLC1,,
MLLT1,MLLT1,,
MLLT3,MLLT3,,
MLYCD,MLYCD,,
MMAA,MMAA,,
MMACHC,MMACHC,,
MMADHC,MMADHC,,
MMP21,MMP21,,
MMP23B,MMP23B,,
MMP27,MMP27,,
MMRN2,MMRN2,,
MMUT,MMUT,,
MN1,MN1,,
MOCOS,MOCOS,,
MOCS1,MOCS1,,
MOCS2,MOCS2,,
MOGS,MOGS,,
MORC2,MORC2,,
MPC1,MPC1,,
MPDU1,MPDU1,,
MPDZ,MPDZ,,
MPI,MPI,,
MPL,MPL,,
MPLKIP,MPLKIP,,
MPP4,MPP4,,
MPP7,MPP7,,
MPV17,MPV17,,
MR1,MR1,,
MRAP,MRAP,,
MRI1,MRI1,,
MRM2,MRM2,,
MRPL12,MRPL12,,
MRPL35,MRPL35,,
MRPL38,MRPL38,,
MRPL54,MRPL54,,
MRPS22,MRPS22,,
MRPS27,MRPS27,,
MS4A10,MS4A10,,
MSC,MSC,,
MSH6,MSH6,,
MSL3,MSL3,,
MSR1,MSR1,,
MSX2,MSX2,,
MT1A,MT1A,,
MTFMT,MTFMT,,
MTHFD1,MTHFD1,,
MTHFR,MTHFR,,
MTHFS,MTHFS,,
MTMR9,MTMR9,,
MTO1,MTO1,,
MTOR,MTOR,,
MTR,MTR,,
MTSS2,MTSS2,,
MTX2,MTX2,,
MUC16,MUC16,,
MUC4,MUC4,,
MUSK,MUSK,,
MUTYH,MUTYH,,
MYH1,MYH1,,
MYH11,MYH11,,
MYH8,MYH8,,
MYH9,MYH9,,
MYMK,MYMK,,
MYO16,MYO16,,
MYO18A,MYO18A,,
MYO1B,MYO1B,,
MYO1H,MYO1H,,
MYO3B,MYO3B,,
MYO5A,MYO5A,,
MYO5C,MYO5C,,
MYO6,MYO6,,
MYOCD,MYOCD,,
MYOF,MYOF,,
MYOM2,MYOM2,,
MYORG,MYORG,,
MYPN,MYPN,,
MYRF,MYRF,,
MYSM1,MYSM1,,
MYT1,MYT1,,
MYT1L,MYT1L,,
MZT2B,MZT2B,,
N4BP1,N4BP1,,
NAA10,NAA10,,
NAA15,NAA15,,
NACC1,NACC1,,
NADK2,NADK2,,
NAE1,NAE1,,
NAGA,NAGA,,
NAGLU,NAGLU,,
NAGS,NAGS,,
NALCN,NALCN,,
NANS,NANS,,
NAPB,NAPB,,
NARS1,NARS1,,
NARS2,NARS2,,
NAT8L,NAT8L,,
NAXD,NAXD,,
NAXE,NAXE,,
NBAS,NBAS,,
NBEA,NBEA,,
NBEAL1,NBEAL1,,
NCAPD2,NCAPD2,,
NCAPD3,NCAPD3,,
NCBP3,NCBP3,,
NCDN,NCDN,,
NCEH1,NCEH1,,
NCKAP5,NCKAP5,,
NCOR2,NCOR2,,
NDC80,NDC80,,
NDE1,NDE1,,
NDEL1,NDEL1,,
NDP,NDP,,
NDST1,NDST1,,
NDUFA1,NDUFA1,,
NDUFA13,NDUFA13,,
NDUFA2,NDUFA2,,
NDUFA6,NDUFA6,,
NDUFA8,NDUFA8,,
NDUFAF1,NDUFAF1,,
NDUFAF2,NDUFAF2,,
NDUFAF3,NDUFAF3,,
NDUFAF4,NDUFAF4,,
NDUFAF5,NDUFAF5,,
NDUFAF6,NDUFAF6,,
NDUFAF8,NDUFAF8,,
NDUFB11,NDUFB11,,
NDUFB3,NDUFB3,,
NDUFB7,NDUFB7,,
NDUFB8,NDUFB8,,
NDUFC2,NDUFC2,,
NDUFS1,NDUFS1,,
NDUFS3,NDUFS3,,
NDUFS4,NDUFS4,,
NDUFS7,NDUFS7,,
NDUFS8,NDUFS8,,
NDUFV1,NDUFV1,,
NDUFV2,NDUFV2,,
NEB,NEB,,
NECAB1,NECAB1,,
NECAP1,NECAP1,,
NECTIN2,NECTIN2,,
NECTIN4,NECTIN4,,
NEDD4,NEDD4,,
NEDD4L,NEDD4L,,
NEIL1,NEIL1,,
NELL1,NELL1,,
NELL2,NELL2,,
NEMF,NEMF,,
NEU1,NEU1,,
NEUROD2,NEUROD2,,
NEXMIF,NEXMIF,,
NF1,NF1,,
NF2,NF2,,
NFASC,NFASC,,
NFE2L2,NFE2L2,,
NFIA,NFIA,,
NFIB,NFIB,,
NFIC,NFIC,,
NFKBIZ,NFKBIZ,,
NFS1,NFS1,,
NFU1,NFU1,,
NGLY1,NGLY1,,
NHLRC1,NHLRC1,,
NHS,NHS,,
NID1,NID1,,
NID2,NID2,,
NIN,NIN,,
NINL,NINL,,
NIPA1,NIPA1,,
NIPA2,NIPA2,,
NIPBL,NIPBL,,
NKAIN3,NKAIN3,,
NLGN1,NLGN1,,
NLGN3,NLGN3,,
NLGN4X,NLGN4X,,
NLRP8,NLRP8,,
NMD3,NMD3,,
NMT1,NMT1,,
NNT,NNT,,
NOD2,NOD2,,
NODAL,NODAL,,
NOL3,NOL3,,
NOLC1,NOLC1,,
NOMO2,NOMO2,,
NONO,NONO,,
NOS3,NOS3,,
NOTCH1,NOTCH1,,
NOTCH2,NOTCH2,,
NOTCH2NLC,NOTCH2NLC,,
NOTCH3,NOTCH3,,
NOTUM,NOTUM,,
NOVA2,NOVA2,,
NPAS2,NPAS2,,
NPAT,NPAT,,
NPC1,NPC1,,
NPC1L1,NPC1L1,,
NPC2,NPC2,,
NPR1,NPR1,,
NPR2,NPR2,,
NPRL2,NPRL2,,
NPRL3,NPRL3,,
NPTX1,NPTX1,,
NQO1,NQO1,,
NR2F1,NR2F1,,
NR4A2,NR4A2,,
NRAS,NRAS,,
NRCAM,NRCAM,,
NRG2,NRG2,,
NRG3,NRG3,,
NRROS,NRROS,,
NRXN1,NRXN1,,
NRXN2,NRXN2,,
NRXN3,NRXN3,,
NSD1,NSD1,,
NSD2,NSD2,,
NSDHL,NSDHL,,
NSF,NSF,,
NSRP1,NSRP1,,
NSUN2,NSUN2,,
NSUN3,NSUN3,,
NTAN1,NTAN1,,
NTF3,NTF3,,
NTN3,NTN3,,
NTNG1,NTNG1,,
NTNG2,NTNG2,,
NTRK1,NTRK1,,
NTRK2,NTRK2,,
NUBPL,NUBPL,,
NUP133,NUP133,,
NUP160,NUP160,,
NUP214,NUP214,,
NUP85,NUP85,,
NUS1,NUS1,,
NUTM2F,NUTM2F,,
NUTM2G,NUTM2G,,
NXNL1,NXNL1,,
NXPE4,NXPE4,,
OAS2,OAS2,,
OCA2,OCA2,,
OCLN,OCLN,,
OCRL,OCRL,,
OCSTAMP,OCSTAMP,,
OFD1,OFD1,,
OGDH,OGDH,,
OGDHL,OGDHL,,
OGT,OGT,,
OLAH,OLAH,,
OLFM1,OLFM1,,
OLFML2A,OLFML2A,,
OLFML3,OLFML3,,
OMG,OMG,,
OPA1,OPA1,,
OPA3,OPA3,,
OPCML,OPCML,,
OPHN1,OPHN1,,
OPLAH,OPLAH,,
OPN1SW,OPN1SW,,
OPRM1,OPRM1,,
OR10G9,OR10G9,,
OR10H2,OR10H2,,
OR10Q1,OR10Q1,,
OR10Z1,OR10Z1,,
OR11A1,OR11A1,,
OR4N4,OR4N4,,
OR51A7,OR51A7,,
OR51D1,OR51D1,,
OR5A1,OR5A1,,
OR5L2,OR5L2,,
ORAI1,ORAI1,,
ORC4,ORC4,,
ORMDL1,ORMDL1,,
OSBP2,OSBP2,,
OSBPL5,OSBPL5,,
OSGEP,OSGEP,,
OSTC,OSTC,,
OSTM1,OSTM1,,
OTC,OTC,,
OTOP1,OTOP1,,
OTUD5,OTUD5,,
OTUD6B,OTUD6B,,
OTUD7A,OTUD7A,,
OTX2,OTX2,,
OVCH2,OVCH2,,
OXCT1,OXCT1,,
OXR1,OXR1,,
P2RX7,P2RX7,,
P4HTM,P4HTM,,
PACS1,PACS1,,
PACS2,PACS2,,
PAFAH1B1,PAFAH1B1,,
PAH,PAH,,
PAK1,PAK1,,
PAK2,PAK2,,
PAK3,PAK3,,
PAK6,PAK6,,
PANK2,PANK2,,
PAPPA,PAPPA,,
PAPPA2,PAPPA2,,
PAQR7,PAQR7,,
PARN,PARN,,
PARP10,PARP10,,
PARS2,PARS2,,
PAX2,PAX2,,
PAX3,PAX3,,
PAX5,PAX5,,
PAX6,PAX6,,
PAX7,PAX7,,
PC,PC,,
PCCA,PCCA,,
PCCB,PCCB,,
PCDH11X,PCDH11X,,
PCDH12,PCDH12,,
PCDH15,PCDH15,,
PCDH19,PCDH19,,
PCDH7,PCDH7,,
PCDH9,PCDH9,,
PCDHB4,PCDHB4,,
PCDHG,PCDHG,,
PCDHGA4,PCDHGA4,,
PCDHGA5,PCDHGA5,,
PCDHGA8,PCDHGA8,,
PCDHGC4,PCDHGC4,,
PCED1A,PCED1A,,
PCGF1,PCGF1,,
PCIF1,PCIF1,,
PCK1,PCK1,,
PCLO,PCLO,,
PCNT,PCNT,,
PCNX2,PCNX2,,
PCNX4,PCNX4,,
PCSK1,PCSK1,,
PCSK7,PCSK7,,
PCYT2,PCYT2,,
PDCD1,PDCD1,,
PDCD10,PDCD10,,
PDCD6IP,PDCD6IP,,
PDE10A,PDE10A,,
PDE2A,PDE2A,,
PDE6B,PDE6B,,
PDHA1,PDHA1,,
PDHB,PDHB,,
PDHX,PDHX,,
PDIA6,PDIA6,,
PDP1,PDP1,,
PDSS2,PDSS2,,
PDYN,PDYN,,
PDZD8,PDZD8,,
PEG3,PEG3,,
PER1,PER1,,
PET100,PET100,,
PEX1,PEX1,,
PEX10,PEX10,,
PEX12,PEX12,,
PEX13,PEX13,,
PEX14,PEX14,,
PEX19,PEX19,,
PEX2,PEX2,,
PEX26,PEX26,,
PEX3,PEX3,,
PEX5,PEX5,,
PEX6,PEX6,,
PEX7,PEX7,,
PFAS,PFAS,,
PFKFB1,PFKFB1,,
PGAP1,PGAP1,,
PGAP2,PGAP2,,
PGAP3,PGAP3,,
PGAP6,PGAP6,,
PGBD2,PGBD2,,
PGBD3,PGBD3,,
PGK1,PGK1,,
PGK2,PGK2,,
PGM1,PGM1,,
PGM2L1,PGM2L1,,
PGM3,PGM3,,
PHACTR1,PHACTR1,,
PHF21A,PHF21A,,
PHF6,PHF6,,
PHF8,PHF8,,
PHGDH,PHGDH,,
PHKG2,PHKG2,,
PHOX2B,PHOX2B,,
PI15,PI15,,
PI3KCA,PI3KCA,,
PI4K2A,PI4K2A,,
PI4KA,PI4KA,,
PIBF1,PIBF1,,
PIDD1,PIDD1,,
PIGA,PIGA,,
PIGB,PIGB,,
PIGC,PIGC,,
PIGF,PIGF,,
PIGG,PIGG,,
PIGH,PIGH,,
PIGK,PIGK,,
PIGL,PIGL,,
PIGM,PIGM,,
PIGN,PIGN,,
PIGO,PIGO,,
PIGP,PIGP,,
PIGQ,PIGQ,,
PIGS,PIGS,,
PIGT,PIGT,,
PIGU,PIGU,,
PIGV,PIGV,,
PIGW,PIGW,,
PIGY,PIGY,,
PIK3AP1,PIK3AP1,,
PIK3CA,PIK3CA,,
PIK3R2,PIK3R2,,
PIK3R4,PIK3R4,,
PIP5K1C,PIP5K1C,,
PIR,PIR,,
PITHD1,PITHD1,,
PITRM1,PITRM1,,
PKD1,PKD1,,
PKDREJ,PKDREJ,,
PKHD1L1,PKHD1L1,,
PKP2,PKP2,,
PLA2G4A,PLA2G4A,,
PLA2G6,PLA2G6,,
PLAA,PLAA,,
PLAC8L1,PLAC8L1,,
PLB1,PLB1,,
PLCB1,PLCB1,,
PLCB4,PLCB4,,
PLCG2,PLCG2,,
PLCH1,PLCH1,,
PLCL1,PLCL1,,
PLD5,PLD5,,
PLEC,PLEC,,
PLEKHG2,PLEKHG2,,
PLEKHG6,PLEKHG6,,
PLEKHH1,PLEKHH1,,
PLIN3,PLIN3,,
PLIN5,PLIN5,,
PLK1,PLK1,,
PLP1,PLP1,,
PLPBP,PLPBP,,
PLVAP,PLVAP,,
PLXDC2,PLXDC2,,
PLXNA1,PLXNA1,,
PLXNA3,PLXNA3,,
PLXNB1,PLXNB1,,
PML,PML,,
PMM1,PMM1,,
PMM2,PMM2,,
PMP22,PMP22,,
PMPCA,PMPCA,,
PMPCB,PMPCB,,
PNKP,PNKP,,
PNLIP,PNLIP,,
PNPLA6,PNPLA6,,
PNPLA8,PNPLA8,,
PNPO,PNPO,,
PNPT1,PNPT1,,
PODXL,PODXL,,
POGLUT2,POGLUT2,,
POGZ,POGZ,,
POLE,POLE,,
POLG,POLG,,
POLG2,POLG2,,
POLI,POLI,,
POLR1A,POLR1A,,
POLR2A,POLR2A,,
POLR3A,POLR3A,,
POLR3B,POLR3B,,
POLR3K,POLR3K,,
POLRMT,POLRMT,,
POMC,POMC,,
POMGNT1,POMGNT1,,
POMK,POMK,,
POMP,POMP,,
POMT1,POMT1,,
POMT2,POMT2,,
PON2,PON2,,
PORCN,PORCN,,
POU3F3,POU3F3,,
PPA2,PPA2,,
PPARGC1B,PPARGC1B,,
PPCS,PPCS,,
PPFIA3,PPFIA3,,
