alias	hgnc_symbol	source
DAGK1	DGKA	hgnc_prev_symbol
DAGK2	DGKB	hgnc_prev_symbol
DAGK3	DGKG	hgnc_prev_symbol
DAGK4	DGKQ	hgnc_prev_symbol
DAGK5	DGKZ	hgnc_alias_symbol
DAGK7	DGKQ	hgnc_alias_symbol
DAGLALPHA	DAGLA	hgnc_alias_symbol
DAGLBETA	DAGLB	hgnc_alias_symbol
DAI	ZBP1	hgnc_alias_symbol
DAK	TKFC	hgnc_prev_symbol
Dakar	CARD8	hgnc_alias_symbol
DAL1	EPB41L3	hgnc_alias_symbol
DALI	DALIR	hgnc_alias_symbol
DALRD1	RARS1	hgnc_alias_symbol
DALRD2	RARS2	hgnc_alias_symbol
DAM1	BCAS2	hgnc_alias_symbol
DAM10	MAGEB1	hgnc_alias_symbol
DAM6	MAGEB2	hgnc_alias_symbol
DAMAGE	MAGEE1	hgnc_alias_symbol
DAMER	SLCO4A1-AS1	hgnc_alias_symbol
DAMOX	DAO	hgnc_alias_symbol
DAMS	SMAD5-AS1	hgnc_alias_symbol
DAN15	ARID1B	hgnc_alias_symbol
DAN16	CHERP	hgnc_alias_symbol
DANCE	FBLN5	hgnc_alias_symbol
DAND1	NBL1	hgnc_alias_symbol
DAND2	GREM1	hgnc_alias_symbol
DAND3	GREM2	hgnc_alias_symbol
DAND4	CER1	hgnc_alias_symbol
DAND6	SOST	hgnc_alias_symbol
DAND7	SOSTDC1	hgnc_alias_symbol
DANGER	ITPRIP	hgnc_alias_symbol
DANTE	DAND5	hgnc_alias_symbol
DAO2	AOC2	hgnc_alias_symbol
DAOA-AS	DAOA-AS1	hgnc_prev_symbol
DAOAAS	DAOA-AS1	hgnc_prev_symbol
DAP-1	DLGAP1	hgnc_alias_symbol
DAP-2	DLGAP2	hgnc_alias_symbol
DAP-3	DAP3	hgnc_alias_symbol
DAP-AT	GNPAT	hgnc_alias_symbol
DAP1	DAP	hgnc_alias_symbol
DAP10	HCST	hgnc_alias_symbol
DAP12	TYROBP	hgnc_alias_symbol
DAP13	NDUFA12	hgnc_alias_symbol
DAP3P	DAP3P1	hgnc_prev_symbol
DAP5	EIF4G2	hgnc_alias_symbol
DAP6	DAXX	hgnc_alias_symbol
DAPAT	GNPAT	hgnc_alias_symbol
DAPIT	ATP5MK	hgnc_alias_symbol
DAPK	DAPK1	hgnc_alias_symbol
DAPLE	CCDC88C	hgnc_alias_symbol
DAPPER	DACT1	hgnc_alias_symbol
DAPPER1	DACT1	hgnc_alias_symbol
DAPPER2	DACT2	hgnc_alias_symbol
DAPPER3	DACT3	hgnc_alias_symbol
DAPR	PLEKHM3	hgnc_alias_symbol
DAR	ATP2A2	hgnc_prev_symbol
DARC	ACKR1	hgnc_prev_symbol
DARP	ANKRD23	hgnc_alias_symbol
DARPP-32	PPP1R1B	hgnc_alias_symbol
DARS	DARS1	summary_D
DARS-AS1	DARS1-AS1	hgnc_prev_symbol
DASOX	DDO	hgnc_alias_symbol
DASPO	DDO	hgnc_alias_symbol
DasraB	CDCA8	hgnc_alias_symbol
DAT	SLC6A3	hgnc_alias_symbol
DAT1	SLC6A3	hgnc_prev_symbol
DATF1	DIDO1	hgnc_prev_symbol
DATOC-1	SCIRT	hgnc_alias_symbol
DAU1	DNAAF1	hgnc_alias_symbol
DAX1	NR0B1	hgnc_alias_symbol
DAZ	DAZ1	hgnc_prev_symbol
DAZH	DAZL	hgnc_alias_symbol
DAZL1	DAZL	hgnc_alias_symbol
DAZLA	DAZL	hgnc_prev_symbol
DB1	VEZF1	hgnc_alias_symbol
DBA	RPS19	hgnc_alias_symbol
DBC-1	CCAR2	hgnc_alias_symbol
DBC1	BRINP1	hgnc_prev_symbol
DBC2	RHOBTB2	hgnc_alias_symbol
DBCCR1	BRINP1	hgnc_prev_symbol
DBCCR1L	BRINP3	hgnc_alias_symbol
DBCCR1L1	BRINP3	hgnc_alias_symbol
DBCCR1L2	BRINP2	hgnc_alias_symbol
DBCN	DCX	hgnc_alias_symbol
DBE-T	DBET	hgnc_alias_symbol
DBF4A	DBF4	hgnc_alias_symbol
DBI-1	INTS6	hgnc_alias_symbol
DBIL1	DBIP2	hgnc_prev_symbol
DBIL2	DBIP1	hgnc_prev_symbol
DBK	PKN1	hgnc_alias_symbol
DBL	MCF2	hgnc_alias_symbol
DBM	DBH	hgnc_alias_symbol
DBND	DTNBP1	hgnc_alias_symbol
DBP-5	SON	hgnc_alias_symbol
DBP-RB	DDX1	hgnc_alias_symbol
DBP1	DHX15	hgnc_alias_symbol
DBP2	DHX16	hgnc_alias_symbol
Dbp4	DDX10	hgnc_alias_symbol
DBP5	DDX19B	hgnc_alias_symbol
Dbp8	DDX49	hgnc_alias_symbol
dbpA	YBX3	hgnc_alias_symbol
DBPB	YBX1	hgnc_alias_symbol
DBX	DDX3X	hgnc_alias_symbol
DBY	DDX3Y	hgnc_prev_symbol
DC	DCX	hgnc_alias_symbol
DC-CK1	CCL18	hgnc_alias_symbol
DC-LAMP	LAMP3	hgnc_alias_symbol
DC-SIGN	CD209	hgnc_alias_symbol
DC-SIGN1	CD209	hgnc_alias_symbol
DC-SIGN2	CLEC4M	hgnc_alias_symbol
DC-SIGNR	CLEC4M	hgnc_alias_symbol
DC-STAMP	DCSTAMP	hgnc_alias_symbol
DC-TM4F2	TSPAN14	hgnc_alias_symbol
DC-UbP	UBTD2	hgnc_alias_symbol
DC/B-CK	CCL22	hgnc_alias_symbol
DC11	SDHAF3	hgnc_alias_symbol
DC12	HMCES	hgnc_alias_symbol
DC13	CMC2	hgnc_alias_symbol
DC15	VPS29	hgnc_alias_symbol
DC2	OSTC	hgnc_alias_symbol
DC2L	OSTCP1	hgnc_alias_symbol
DC3	DGAT2L6	hgnc_alias_symbol
DC32	TMEM60	hgnc_alias_symbol
DC42	TBL1XR1	hgnc_alias_symbol
DC44	FUNDC2	hgnc_alias_symbol
DC47	KGD4	hgnc_alias_symbol
DC50	SLIRP	hgnc_alias_symbol
DC6	ENY2	hgnc_alias_symbol
DC8	NSL1	hgnc_alias_symbol
DCAF14	PHIP	hgnc_alias_symbol
DCAF19	BRWD1	hgnc_alias_symbol
DCAF2	DTL	hgnc_alias_symbol
DCAF3	AMBRA1	hgnc_alias_symbol
DCAF9	WDTC1	hgnc_alias_symbol
DCAL-2	CLEC12A	hgnc_alias_symbol
DCAL1	CLECL1	hgnc_alias_symbol
DCAMKL1	DCLK1	hgnc_prev_symbol
DCAMKL2	DCLK2	hgnc_prev_symbol
DCAMKL3	DCLK3	hgnc_prev_symbol
DCBALD06	JPX	hgnc_alias_symbol
DCC1	DSCC1	hgnc_alias_symbol
DCCK1	CCL18	hgnc_alias_symbol
DCD-1	DCD	hgnc_alias_symbol
DCDC2A	DCDC2	hgnc_alias_symbol
DCDC3	DCLK2	hgnc_alias_symbol
DCDC3A	DCLK1	hgnc_alias_symbol
DCDC3B	DCLK2	hgnc_alias_symbol
DCDC3C	DCLK3	hgnc_alias_symbol
DCDC4A	RP1	hgnc_alias_symbol
DCDC4B	RP1L1	hgnc_alias_symbol
DCDC5	DCDC1	hgnc_prev_symbol
DCE	DHCR24	hgnc_prev_symbol
DCHT	STK39	hgnc_alias_symbol
DCI	ECI1	hgnc_prev_symbol
Dcip1	CXCL17	hgnc_alias_symbol
DCIR	CLEC4A	hgnc_alias_symbol
DCK2	DCLK2	hgnc_alias_symbol
DCL-1	CD302	hgnc_alias_symbol
DCLAMP	LAMP3	hgnc_alias_symbol
DCLK	DCLK1	hgnc_alias_symbol
DCNP1	DCANP1	hgnc_alias_symbol
DCOH	PCBD1	hgnc_prev_symbol
DCOH2	PCBD2	hgnc_alias_symbol
DCOHM	PCBD2	hgnc_alias_symbol
DCP1	ACE	hgnc_prev_symbol
DCPS-AS1	GSEC	hgnc_alias_symbol
DcR1	TNFRSF10C	hgnc_alias_symbol
DCR2	CCR6	hgnc_alias_symbol
DcR2	TNFRSF10D	hgnc_alias_symbol
DCR3	TNFRSF6B	hgnc_alias_symbol
DcR3	TNFRSF6B	hgnc_alias_symbol
DCRA	VPS26C	hgnc_alias_symbol
DCRB	DSCR4	hgnc_alias_symbol
DCRC	PIGP	hgnc_alias_symbol
DCRR1	TTC3	hgnc_alias_symbol
DCS-1	DCPS	hgnc_alias_symbol
DCS1	DCPS	hgnc_alias_symbol
DCSIGNR	CLEC4M	hgnc_alias_symbol
DCT1	SLC11A2	hgnc_alias_symbol
DCTN-22	DCTN3	hgnc_alias_symbol
DCTN-50	DCTN2	hgnc_alias_symbol
DCUN1D2-AS2	DCUN1D2-AS	hgnc_prev_symbol
DCUN1L1	DCUN1D1	hgnc_alias_symbol
DCYTB	CYBRD1	hgnc_alias_symbol
DD	AKR1C2	hgnc_alias_symbol
DD1	AKR1C1	hgnc_alias_symbol
DD132	CALM1	hgnc_alias_symbol
DD2	AKR1C2	hgnc_alias_symbol
DD4	AKR1C4	hgnc_alias_symbol
DD5	UBR5	hgnc_alias_symbol
DD96	PDZK1IP1	hgnc_alias_symbol
DDA3	PSRC1	hgnc_alias_symbol
DDAH	DDAH1	hgnc_alias_symbol
DDAHII	DDAH2	hgnc_alias_symbol
DDB27	CLEC4A	hgnc_alias_symbol
DDBB	DDB2	hgnc_alias_symbol
DDC8	CEP295NL	hgnc_alias_symbol
DDCT	DDT	hgnc_alias_symbol
DDDD	SMDT1	hgnc_alias_symbol
DDEF1	ASAP1	hgnc_prev_symbol
DDEF1IT1	ASAP1-IT1	hgnc_prev_symbol
DDEF2	ASAP2	hgnc_prev_symbol
DDEFL1	ASAP3	hgnc_prev_symbol
DDF1	TIPARP	hgnc_alias_symbol
DDGC	ARHGEF35-AS1	hgnc_alias_symbol
DDH	AKR1C1	hgnc_alias_symbol
DDH1	AKR1C1	hgnc_prev_symbol
DDH2	AKR1C2	hgnc_prev_symbol
DDIT1	GADD45A	hgnc_prev_symbol
DDIT1L	GADD45AP1	hgnc_prev_symbol
DDIT2	GADD45G	hgnc_alias_symbol
DDK1	MGME1	hgnc_alias_symbol
DDP	TIMM8A	hgnc_alias_symbol
DDP2	TIMM8B	hgnc_alias_symbol
DDPAC	MAPT	hgnc_prev_symbol
DDPP	TIMM8AP1	hgnc_alias_symbol
DDR1-AS1	DDR1-DT	hgnc_prev_symbol
DDR3	TNFRSF25	hgnc_alias_symbol
DDSR1	NOPCHAP1	hgnc_alias_symbol
DDUP	CTBP1-DT	hgnc_alias_symbol
DDVit-1	UBE2V2	hgnc_alias_symbol
DDVIT1	UBE2V2	hgnc_alias_symbol
DDX	AKR1C3	hgnc_alias_symbol
DDX11P	DDX11L10	hgnc_prev_symbol
DDX12	DDX12P	hgnc_prev_symbol
DDX13	SKIC2	hgnc_alias_symbol
DDX14	DDX3X	hgnc_alias_symbol
DDX15	DHX15	hgnc_prev_symbol
DDX16	DHX16	hgnc_prev_symbol
DDX19	DDX19B	hgnc_prev_symbol
DDX19L	DDX19A	hgnc_prev_symbol
DDX26	INTS6	hgnc_prev_symbol
DDX26A	INTS6	hgnc_alias_symbol
DDX26B	INTS6L	hgnc_prev_symbol
DDX26B-AS1	INTS6L-AS1	hgnc_prev_symbol
DDX29	DHX29	hgnc_prev_symbol
DDX2A	EIF4A1	hgnc_alias_symbol
DDX2B	EIF4A2	hgnc_alias_symbol
DDX3	DDX3X	hgnc_prev_symbol
DDX30	DHX30	hgnc_prev_symbol
DDX32	DHX32	hgnc_prev_symbol
DDX33	DHX33	hgnc_prev_symbol
DDX34	DHX34	hgnc_prev_symbol
DDX35	DHX35	hgnc_prev_symbol
DDX36	DHX36	hgnc_prev_symbol
DDX37	DHX37	hgnc_prev_symbol
DDX38	DHX38	hgnc_prev_symbol
DDX39	DDX39A	hgnc_prev_symbol
DDX3YP1	DDX3P1	hgnc_prev_symbol
DDX3YP2	DDX3P2	hgnc_prev_symbol
DDX3YP3	DDX3P3	hgnc_prev_symbol
DDX40	DHX40	hgnc_prev_symbol
DDX48	EIF4A3	hgnc_prev_symbol
DDX53-AS1	PTCHD1-AS	hgnc_alias_symbol
DDX57	DHX57	hgnc_alias_symbol
DDX58	RIGI	summary_D
DDX6-Lp	DDX6P1	hgnc_alias_symbol
DDX6P	DDX6P1	hgnc_prev_symbol
DDX8	DHX8	hgnc_prev_symbol
DDX9	DHX9	hgnc_prev_symbol
DDX9P	DHX9P1	hgnc_prev_symbol
DDXBP1	PIAS1	hgnc_prev_symbol
DDXL	DDX39A	hgnc_alias_symbol
DE-epi2	DSEL	hgnc_alias_symbol
DEADC1	ADAT2	hgnc_prev_symbol
DEANR1	LINC00261	hgnc_alias_symbol
DEAR	FBXW7-AS1	hgnc_alias_symbol
DEAR1	TRIM62	hgnc_alias_symbol
DEBT91	KCMF1	hgnc_alias_symbol
DEC-205	LY75	hgnc_alias_symbol
DEC1	DELEC1	hgnc_prev_symbol
DEC2	BHLHE41	hgnc_alias_symbol
DECR	DECR1	hgnc_prev_symbol
DECTIN-1	CLEC7A	hgnc_alias_symbol
dectin-2	CLEC6A	hgnc_alias_symbol
Dectin-3	CLEC4D	hgnc_alias_symbol
DED	AATF	hgnc_alias_symbol
DEDAF	RYBP	hgnc_alias_symbol
DEDD1	DEDD	hgnc_alias_symbol
DEEPEST	SPAG5	hgnc_alias_symbol
DEF	UTP25	hgnc_alias_symbol
DEF-27	DEFB127	hgnc_alias_symbol
DEF-3	RBM6	hgnc_alias_symbol
DEF1	DEFA1	hgnc_prev_symbol
DEF3	DEFA3	hgnc_prev_symbol
DEF4	DEFA4	hgnc_prev_symbol
DEF5	DEFA5	hgnc_prev_symbol
DEFA2	DEFA1	hgnc_prev_symbol
DEFA7	DEFA7P	hgnc_prev_symbol
DEFAP1	DEFA8P	hgnc_alias_symbol
DEFAP2	DEFA9P	hgnc_alias_symbol
DEFAP3	DEFA11P	hgnc_alias_symbol
DEFB-1	DEFB1	hgnc_alias_symbol
DEFB-10	DEFB110	hgnc_alias_symbol
DEFB-11	DEFB110	hgnc_alias_symbol
DEFB-12	DEFB112	hgnc_alias_symbol
DEFB-13	DEFB113	hgnc_alias_symbol
DEFB-14	DEFB114	hgnc_alias_symbol
DEFB-15	DEFB115	hgnc_alias_symbol
DEFB-16	DEFB116	hgnc_alias_symbol
DEFB-17	DEFB117	hgnc_alias_symbol
DEFB-18	DEFB118	hgnc_alias_symbol
DEFB-19	DEFB119	hgnc_alias_symbol
DEFB-2	DEFB4A	hgnc_alias_symbol
DEFB-20	DEFB119	hgnc_alias_symbol
DEFB-21	DEFB121	hgnc_alias_symbol
DEFB-22	DEFB122	hgnc_alias_symbol
DEFB-23	DEFB123	hgnc_alias_symbol
DEFB-24	DEFB124	hgnc_alias_symbol
DEFB-25	DEFB125	hgnc_alias_symbol
DEFB-26	DEFB126	hgnc_alias_symbol
DEFB-28	DEFB128	hgnc_alias_symbol
DEFB-29	DEFB129	hgnc_alias_symbol
DEFB-3	DEFB103A	hgnc_alias_symbol
DEFB-30	DEFB130A	hgnc_alias_symbol
DEFB-31	DEFB131A	hgnc_alias_symbol
DEFB-4	DEFB104A	hgnc_alias_symbol
DEFB-5	DEFB105A	hgnc_alias_symbol
DEFB-6	DEFB106A	hgnc_alias_symbol
DEFB-7	DEFB107A	hgnc_alias_symbol
DEFB-8	DEFB108A	hgnc_alias_symbol
DEFB-9	DEFB109A	hgnc_alias_symbol
DEFB101	DEFB1	hgnc_alias_symbol
DEFB102	DEFB4A	hgnc_prev_symbol
DEFB103	DEFB103A	hgnc_prev_symbol
DEFB104	DEFB104A	hgnc_prev_symbol
DEFB105	DEFB105A	hgnc_prev_symbol
DEFB106	DEFB106A	hgnc_prev_symbol
DEFB107	DEFB107A	hgnc_prev_symbol
DEFB108	DEFB108A	hgnc_prev_symbol
DEFB108P1	DEFB108A	hgnc_prev_symbol
DEFB108P2	DEFB108C	hgnc_prev_symbol
DEFB108P3	DEFB108D	hgnc_prev_symbol
DEFB108P4	DEFB108E	hgnc_prev_symbol
DEFB108P5	DEFB108F	hgnc_prev_symbol
DEFB109	DEFB109A	hgnc_prev_symbol
DEFB109P1	DEFB109A	hgnc_prev_symbol
DEFB109P1B	DEFB109B	hgnc_prev_symbol
DEFB109P2	DEFB109E	hgnc_prev_symbol
DEFB109P3	DEFB109D	hgnc_prev_symbol
DEFB111	DEFB110	hgnc_alias_symbol
DEFB120	DEFB119	hgnc_prev_symbol
DEFB122P	DEFB122	hgnc_alias_symbol
DEFB130	DEFB130A	hgnc_prev_symbol
DEFB131	DEFB131A	hgnc_prev_symbol
DEFB137	DEFB136	hgnc_alias_symbol
DEFB2	DEFB4A	hgnc_prev_symbol
DEFB3	DEFB103A	hgnc_prev_symbol
DEFB30	DEFB130A	hgnc_alias_symbol
DEFB32	DEFB132	hgnc_alias_symbol
DEFB4	DEFB4A	hgnc_prev_symbol
DEFB4P	DEFB4B	hgnc_prev_symbol
DEFCAP	NLRP1	hgnc_alias_symbol
DEFQ1	DEFT1P	hgnc_prev_symbol
DEFT	DEDD	hgnc_alias_symbol
DEFT1	DEFT1P	hgnc_prev_symbol
DEG1	PUS3	hgnc_alias_symbol
DEGA	AMIGO2	hgnc_alias_symbol
DEGS-1	DEGS1	hgnc_alias_symbol
DEHAL1	IYD	hgnc_alias_symbol
DEIN	HAND2-AS1	hgnc_alias_symbol
DEL1	EDIL3	hgnc_alias_symbol
DELE	DELE1	hgnc_alias_symbol
DelGEF	SERGEF	hgnc_alias_symbol
DELGIP	DPH3	hgnc_alias_symbol
DELGIP1	DPH3	hgnc_alias_symbol
delta-COP	ARCN1	hgnc_alias_symbol
Delta1	DLK1	hgnc_alias_symbol
deltaNEMO	IKBKGP1	hgnc_alias_symbol
DEM1	EXO5	hgnc_prev_symbol
DEME-6	TTC39A	hgnc_alias_symbol
DEN1	SENP8	hgnc_alias_symbol
DENN	MADD	hgnc_alias_symbol
DENND7A	SBF1	hgnc_alias_symbol
DENND7B	SBF2	hgnc_alias_symbol
DENND8A	SMCR8	hgnc_alias_symbol
DENND8B	FLCN	hgnc_alias_symbol
DENND9	C9orf72	hgnc_alias_symbol
DENNL72	C9orf72	hgnc_alias_symbol
densin-180	LRRC7	hgnc_alias_symbol
Dent-2	OCRL	hgnc_alias_symbol
DENTS	CLCN5	hgnc_alias_symbol
DENTT	TSPYL2	hgnc_alias_symbol
DEOC	DERA	hgnc_alias_symbol
DEP.2	PREX2	hgnc_alias_symbol
DEP.4	DEPDC4	hgnc_alias_symbol
DEP.5	DEPDC5	hgnc_alias_symbol
DEP.6	DEPTOR	hgnc_alias_symbol
DEP.7	GPR155	hgnc_alias_symbol
DEP.8	DEPDC1	hgnc_alias_symbol
DEP1	PTPRJ	hgnc_alias_symbol
DEPC-1	ALKBH3	hgnc_alias_symbol
DEPDC1A	DEPDC1	hgnc_alias_symbol
DEPDC2	PREX2	hgnc_prev_symbol
DEPDC3	GPR155	hgnc_alias_symbol
DEPDC6	DEPTOR	hgnc_prev_symbol
DEPP	DEPP1	hgnc_alias_symbol
DER-1	DERL1	hgnc_alias_symbol
DER1	DERL1	hgnc_alias_symbol
DER12	SLC29A2	hgnc_alias_symbol
DER3	SYVN1	hgnc_alias_symbol
DER4	IL1RL1	hgnc_alias_symbol
DER7	MOGS	hgnc_alias_symbol
derlin-1	DERL1	hgnc_alias_symbol
derlin-2	DERL2	hgnc_alias_symbol
derlin-3	DERL3	hgnc_alias_symbol
Dermo-1	TWIST2	hgnc_alias_symbol
DERMO1	TWIST2	hgnc_alias_symbol
DERP11	ARL6IP5	hgnc_alias_symbol
DERP13	SUGCT	hgnc_alias_symbol
DERP2	GHITM	hgnc_alias_symbol
DERP5	MINDY3	hgnc_alias_symbol
DERP6	ELP5	hgnc_alias_symbol
DERP7	TMEM45A	hgnc_alias_symbol
DERP9	VPS25	hgnc_alias_symbol
Des-1	DEGS1	hgnc_alias_symbol
DES1	DEGS1	hgnc_alias_symbol
DES2	DEGS2	hgnc_alias_symbol
DES6	FADS2	hgnc_alias_symbol
DESC1	TMPRSS11E	hgnc_alias_symbol
DESI-1	DESI1	hgnc_alias_symbol
DESI-2	DESI2	hgnc_alias_symbol
desnutrin	PNPLA2	hgnc_alias_symbol
DESP4	MSMO1	hgnc_alias_symbol
DESP4P1	SC4MOP	hgnc_alias_symbol
DEspR	FBXW7-AS1	hgnc_alias_symbol
DESR1	DPH3	hgnc_alias_symbol
DEXRAS1	RASD1	hgnc_alias_symbol
DF	CFD	hgnc_prev_symbol
DF5L	GSDMD	hgnc_alias_symbol
DFCP1	ZFYVE1	hgnc_alias_symbol
DFF-40	DFFB	hgnc_alias_symbol
DFF-45	DFFA	hgnc_alias_symbol
DFF1	DFFA	hgnc_alias_symbol
DFF40	DFFB	hgnc_alias_symbol
DFF45	DFFA	hgnc_alias_symbol
DFFRX	USP9X	hgnc_alias_symbol
DFFRY	USP9Y	hgnc_alias_symbol
DFN1	TIMM8A	hgnc_prev_symbol
DFN2	PRPS1	hgnc_prev_symbol
DFN3	POU3F4	hgnc_prev_symbol
DFN6	SMPX	hgnc_prev_symbol
DFNA1	DIAPH1	hgnc_prev_symbol
DFNA10	EYA4	hgnc_prev_symbol
DFNA11	MYO7A	hgnc_prev_symbol
DFNA12	TECTA	hgnc_prev_symbol
DFNA13	COL11A2	hgnc_prev_symbol
DFNA14	WFS1	hgnc_prev_symbol
DFNA15	POU4F3	hgnc_prev_symbol
DFNA17	MYH9	hgnc_prev_symbol
DFNA20	ACTG1	hgnc_prev_symbol
DFNA22	MYO6	hgnc_prev_symbol
DFNA23	SIX1	hgnc_prev_symbol
DFNA25	SLC17A8	hgnc_prev_symbol
DFNA26	ACTG1	hgnc_prev_symbol
DFNA27	REST	hgnc_prev_symbol
DFNA28	GRHL2	hgnc_prev_symbol
DFNA31	COCH	hgnc_prev_symbol
DFNA34	NLRP3	hgnc_prev_symbol
DFNA36	TMC1	hgnc_prev_symbol
DFNA37	COL11A1	hgnc_prev_symbol
DFNA38	WFS1	hgnc_prev_symbol
DFNA39	DSPP	hgnc_prev_symbol
DFNA4	MYH14	hgnc_prev_symbol
DFNA40	CRYM	hgnc_alias_symbol
DFNA41	P2RX2	hgnc_prev_symbol
DFNA42	POU4F3	hgnc_prev_symbol
DFNA44	CCDC50	hgnc_prev_symbol
DFNA48	MYO1A	hgnc_prev_symbol
DFNA4B	CEACAM16	hgnc_alias_symbol
DFNA5	GSDME	custom_panel_review
DFNA50	MIR96	hgnc_prev_symbol
DFNA51	TJP2	hgnc_prev_symbol
DFNA52	POU4F3	hgnc_prev_symbol
DFNA56	TNC	hgnc_prev_symbol
DFNA6	WFS1	hgnc_prev_symbol
DFNA64	DIABLO	hgnc_alias_symbol
DFNA65	TBC1D24	hgnc_alias_symbol
DFNA66	CD164	hgnc_alias_symbol
DFNA67	OSBPL2	hgnc_alias_symbol
DFNA68	HOMER2	hgnc_alias_symbol
DFNA69	KITLG	hgnc_alias_symbol
DFNA70	MCM2	hgnc_alias_symbol
DFNA71	DMXL2	hgnc_alias_symbol
DFNA72	SLC44A4	hgnc_alias_symbol
DFNA8	TECTA	hgnc_prev_symbol
DFNA9	COCH	hgnc_prev_symbol
DFNB1	GJB2	hgnc_prev_symbol
DFNB10	TMPRSS3	hgnc_prev_symbol
DFNB100	PPIP5K2	hgnc_prev_symbol
DFNB101	GRXCR2	hgnc_alias_symbol
DFNB102	CLIC5	hgnc_alias_symbol
DFNB105	CDC14A	hgnc_alias_symbol
DFNB11	TMC1	hgnc_prev_symbol
DFNB117	CLRN2	hgnc_alias_symbol
DFNB12	CDH23	hgnc_prev_symbol
DFNB15	GIPC3	hgnc_prev_symbol
DFNB16	STRC	hgnc_prev_symbol
DFNB18	USH1C	hgnc_prev_symbol
DFNB2	MYO7A	hgnc_prev_symbol
DFNB21	TECTA	hgnc_prev_symbol
DFNB22	OTOA	hgnc_prev_symbol
DFNB23	PCDH15	hgnc_prev_symbol
DFNB24	RDX	hgnc_prev_symbol
DFNB25	GRXCR1	hgnc_prev_symbol
DFNB26	GAB1	hgnc_prev_symbol
DFNB28	TRIOBP	hgnc_prev_symbol
DFNB29	CLDN14	hgnc_prev_symbol
DFNB3	MYO15A	hgnc_prev_symbol
DFNB30	MYO3A	hgnc_prev_symbol
DFNB31	WHRN	hgnc_prev_symbol
DFNB32	CDC14A	hgnc_prev_symbol
DFNB35	ESRRB	hgnc_prev_symbol
DFNB36	ESPN	hgnc_prev_symbol
DFNB37	MYO6	hgnc_prev_symbol
DFNB39	HGF	hgnc_prev_symbol
DFNB4	SLC26A4	hgnc_prev_symbol
DFNB42	ILDR1	hgnc_prev_symbol
DFNB44	ADCY1	hgnc_prev_symbol
DFNB48	CIB2	hgnc_prev_symbol
DFNB49	MARVELD2	hgnc_prev_symbol
DFNB53	COL11A2	hgnc_prev_symbol
DFNB57	PDZD7	hgnc_prev_symbol
DFNB59	PJVK	custom_panel_review
DFNB6	TMIE	hgnc_prev_symbol
DFNB60	SLC22A4	hgnc_prev_symbol
DFNB61	SLC26A5	hgnc_alias_symbol
DFNB63	LRTOMT	hgnc_prev_symbol
DFNB66	DCDC2	hgnc_prev_symbol
DFNB67	LHFPL5	hgnc_prev_symbol
DFNB68	S1PR2	hgnc_prev_symbol
DFNB7	TMC1	hgnc_prev_symbol
DFNB70	PNPT1	hgnc_prev_symbol
DFNB72	GIPC3	hgnc_prev_symbol
DFNB73	BSND	hgnc_prev_symbol
DFNB74	MSRB3	hgnc_prev_symbol
DFNB76	SYNE4	hgnc_prev_symbol
DFNB77	LOXHD1	hgnc_prev_symbol
DFNB79	TPRN	hgnc_prev_symbol
DFNB8	TMPRSS3	hgnc_prev_symbol
DFNB82	GPSM2	hgnc_prev_symbol
DFNB84	PTPRQ	hgnc_prev_symbol
DFNB86	TBC1D24	hgnc_prev_symbol
DFNB88	ELMOD3	hgnc_prev_symbol
DFNB89	KARS1	hgnc_prev_symbol
DFNB9	OTOF	hgnc_prev_symbol
DFNB91	SERPINB6	hgnc_prev_symbol
DFNB93	CABP2	hgnc_prev_symbol
DFNB94	NARS2	hgnc_prev_symbol
DFNB95	GIPC3	hgnc_alias_symbol
DFNB97	MET	hgnc_alias_symbol
DFNB98	TSPEAR	hgnc_prev_symbol
DFNB99	TMEM132E	hgnc_alias_symbol
DFNM1	METTL13	hgnc_prev_symbol
DFNX1	PRPS1	hgnc_alias_symbol
DFNX2	POU3F4	hgnc_alias_symbol
DFNX4	SMPX	hgnc_alias_symbol
DFNX5	AIFM1	hgnc_alias_symbol
DFRP1	ZC3H15	hgnc_alias_symbol
DFRP2	RWDD1	hgnc_alias_symbol
DFS70	PSIP1	hgnc_alias_symbol
Dfy	ACKR1	hgnc_alias_symbol
DG6	PGRMC2	hgnc_alias_symbol
DGARM	ARMH3	hgnc_alias_symbol
DGAT	DGAT1	hgnc_prev_symbol
DGAT2L	MOGAT1	hgnc_alias_symbol
DGAT2L1	MOGAT1	hgnc_prev_symbol
DGAT2L2	MOGAT3	hgnc_alias_symbol
DGAT2L3	AWAT1	hgnc_prev_symbol
DGAT2L4	AWAT2	hgnc_prev_symbol
DGAT2L5	MOGAT2	hgnc_alias_symbol
DGCR1	HIRA	hgnc_alias_symbol
DGCR10	DGCR5	hgnc_prev_symbol
DGCR13	ESS2	hgnc_prev_symbol
DGCR14	ESS2	hgnc_prev_symbol
DGCR15	FAM230A	hgnc_alias_symbol
DGCR9	DGCR5	hgnc_prev_symbol
DGCRK6	DGCR8	hgnc_alias_symbol
DGI1	DSPP	hgnc_prev_symbol
dGK	DGUOK	hgnc_alias_symbol
DGK-alpha	DGKA	hgnc_alias_symbol
DGK-BETA	DGKB	hgnc_alias_symbol
DGK-IOTA	DGKI	hgnc_alias_symbol
DGK-ZETA	DGKZ	hgnc_alias_symbol
