alias	hgnc_symbol	source
MARCH-I	MARCHF1	hgnc_alias_symbol
MARCH-II	MARCHF2	hgnc_alias_symbol
MARCH-III	MARCHF3	hgnc_alias_symbol
MARCH-IV	MARCHF4	hgnc_alias_symbol
MARCH-V	MARCHF5	hgnc_alias_symbol
MARCH-VI	MARCHF6	hgnc_alias_symbol
MARCH-VII	MARCHF7	hgnc_alias_symbol
MARCH-VIII	MARCHF8	hgnc_alias_symbol
MARCH-X	MARCHF10	hgnc_alias_symbol
MARCH-XI	MARCHF11	hgnc_alias_symbol
MARCH1	MARCHF1	hgnc_prev_symbol
MARCH10	MARCHF10	hgnc_prev_symbol
MARCH10-DT	MARCHF10-DT	hgnc_prev_symbol
MARCH11	MARCHF11	hgnc_prev_symbol
MARCH11-AS1	MARCHF11-AS1	hgnc_prev_symbol
MARCH2	MARCHF2	hgnc_prev_symbol
MARCH3	MARCHF3	hgnc_prev_symbol
MARCH4	MARCHF4	hgnc_prev_symbol
MARCH5	MARCHF5	hgnc_prev_symbol
MARCH6	MARCHF6	hgnc_prev_symbol
MARCH7	MARCHF7	hgnc_prev_symbol
MARCH8	MARCHF8	hgnc_prev_symbol
MARCH9	MARCHF9	hgnc_prev_symbol
MARE	NPRL3	hgnc_alias_symbol
MARF	MFN2	hgnc_alias_symbol
MARK	MARK1	hgnc_alias_symbol
MARKK	TAOK1	hgnc_alias_symbol
MARKL1	MARK4	hgnc_prev_symbol
MARLIN1	JAKMIP1	hgnc_alias_symbol
MARP3	ANKRD23	hgnc_alias_symbol
MARS	MARS1	custom_panel_review
MART	SEPTIN4	hgnc_alias_symbol
MART-1	MLANA	hgnc_alias_symbol
MART-2	HHAT	hgnc_alias_symbol
MART2	HHAT	hgnc_alias_symbol
Mart2	PEG10	hgnc_alias_symbol
Mart3	RTL3	hgnc_alias_symbol
Mart4	RTL4	hgnc_alias_symbol
Mart5	RTL5	hgnc_alias_symbol
Mart6	RTL6	hgnc_alias_symbol
Mart7	LDOC1	hgnc_alias_symbol
Mart8	RTL8C	hgnc_alias_symbol
Mart9	RTL9	hgnc_alias_symbol
MAS-L	MAS1L	hgnc_alias_symbol
MAS1LP	MAS1LP1	hgnc_prev_symbol
MAS2	PMPCA	hgnc_alias_symbol
MAS20	TOMM20	hgnc_alias_symbol
MASA	L1CAM	hgnc_prev_symbol
MASCC1	VHRT	hgnc_alias_symbol
mascRNA	MALAT1	hgnc_alias_symbol
MASK-BP3	ANKHD1-EIF4EBP3	hgnc_alias_symbol
MASK1	ANKHD1	hgnc_alias_symbol
MASK2	ANKRD17	hgnc_alias_symbol
maskin	TACC3	hgnc_alias_symbol
MASL1	MFHAS1	hgnc_alias_symbol
MASP	MASP1	hgnc_alias_symbol
MASP-3	MASP1	hgnc_alias_symbol
MASP1P1	MASP2	hgnc_prev_symbol
mAspAT	GOT2	hgnc_alias_symbol
maspin	SERPINB5	hgnc_alias_symbol
MASS	FBN1	hgnc_alias_symbol
MASS1	ADGRV1	hgnc_prev_symbol
MAST	SPG21	hgnc_alias_symbol
Mast	SPACA9	hgnc_alias_symbol
MAST205	MAST2	hgnc_alias_symbol
MAST9	SPARCL1	hgnc_alias_symbol
Mastin	TPSP2	hgnc_alias_symbol
MASTR	MAMSTR	hgnc_alias_symbol
MAT	MAT1A	hgnc_alias_symbol
Mat-1	ALG1	hgnc_alias_symbol
MAT-8	FXYD3	hgnc_alias_symbol
MAT-I/III	MAT1A	hgnc_alias_symbol
MAT-II	MAT2A	hgnc_alias_symbol
MAT1H	PEA15	hgnc_alias_symbol
Mat89Bb	INTS13	hgnc_alias_symbol
MATA1	MAT1A	hgnc_alias_symbol
MATA2	MAT2A	hgnc_alias_symbol
MATE1	SLC47A1	hgnc_alias_symbol
MATE2	SLC47A2	hgnc_alias_symbol
MATE2-K	SLC47A2	hgnc_alias_symbol
MATER	NLRP5	hgnc_alias_symbol
MATH-1	ATOH1	hgnc_alias_symbol
Math-2	NEUROD6	hgnc_alias_symbol
MATH-3	NEUROD4	hgnc_alias_symbol
Math1	ATOH1	hgnc_alias_symbol
Math4A	NEUROG2	hgnc_alias_symbol
Math4B	NEUROG3	hgnc_alias_symbol
Math4C	NEUROG1	hgnc_alias_symbol
Math5	ATOH7	hgnc_alias_symbol
MATII	MAT2A	hgnc_alias_symbol
MATIIbeta	MAT2B	hgnc_alias_symbol
MATL2963	C1RL-AS1	hgnc_alias_symbol
MATP	SLC45A2	hgnc_prev_symbol
MATR1	SLCO2A1	hgnc_prev_symbol
Mats1	MOB1A	hgnc_alias_symbol
MATT	TMEM79	hgnc_alias_symbol
mau-2	MAU2	hgnc_alias_symbol
MAU2L	MAU2	hgnc_alias_symbol
Mauve	LYST	hgnc_alias_symbol
MAV	KLHL2	hgnc_alias_symbol
MAVI1	SMIM30	hgnc_alias_symbol
MAVP1	KLHL2P1	hgnc_alias_symbol
MAWBP	PBLD	hgnc_alias_symbol
MAWD	STRAP	hgnc_alias_symbol
MAWDBP	PBLD	hgnc_alias_symbol
Maxer	UFL1	hgnc_alias_symbol
Maxp1	RASSF5	hgnc_alias_symbol
MAYA	MNX1-AS1	hgnc_alias_symbol
MAZR	PATZ1	hgnc_alias_symbol
MB-1	CD79A	hgnc_alias_symbol
MB20	NAP1L3	hgnc_alias_symbol
MB21D1	CGAS	hgnc_prev_symbol
MB67	NR1I3	hgnc_alias_symbol
Mba1	MRPL45	hgnc_alias_symbol
MBAB	AKR1C1	hgnc_alias_symbol
MBC2	ESYT1	hgnc_alias_symbol
MBC3205	TMEM205	hgnc_alias_symbol
MBD3L	MBD3L1	hgnc_prev_symbol
MBDIN	GPN1	hgnc_alias_symbol
MBI	SCARNA10	hgnc_alias_symbol
MBK1	KCNA1	hgnc_alias_symbol
MBL	MBL2	hgnc_prev_symbol
MBL1P1	MBL1P	hgnc_prev_symbol
MBLL	MBNL2	hgnc_alias_symbol
MBLL39	MBNL2	hgnc_alias_symbol
MBLR	PCGF6	hgnc_alias_symbol
MBLX39	MBNL3	hgnc_alias_symbol
MBNL	MBNL1	hgnc_prev_symbol
MBNT	LAPTM4A	hgnc_prev_symbol
MBO2	CCDC146	hgnc_alias_symbol
MBOAT3	HHATL	hgnc_alias_symbol
MBOAT5	LPCAT3	hgnc_prev_symbol
MBOP	LINC01234	hgnc_alias_symbol
MBP-2	HIVEP2	hgnc_alias_symbol
MBP-C	MBL2	hgnc_alias_symbol
MBP1	MBL2	hgnc_alias_symbol
MBP2	PRG3	hgnc_alias_symbol
MBPH	PRG3	hgnc_alias_symbol
MBR	TSPO	hgnc_alias_symbol
MBRL	TMEM259	hgnc_alias_symbol
MBS	PPP1R12A	hgnc_alias_symbol
MBS85	PPP1R12C	hgnc_alias_symbol
MBT	PRTN3	hgnc_alias_symbol
MBX	DMBX1	hgnc_alias_symbol
MBXL	MBNL3	hgnc_alias_symbol
MC3	MC3R	hgnc_alias_symbol
MC56	CD44	hgnc_alias_symbol
MC5DN2	TMEM70	hgnc_alias_symbol
MC7	TRIM44	hgnc_alias_symbol
MCA-32	MILR1	hgnc_alias_symbol
MCAD	ACADM	hgnc_alias_symbol
MCADH	ACADM	hgnc_alias_symbol
MCAF1	ATF7IP	hgnc_alias_symbol
MCAF2	ATF7IP2	hgnc_alias_symbol
MCAK	KIF2C	hgnc_alias_symbol
mCANP	CAPN2	hgnc_alias_symbol
MCAP	BRD4	hgnc_alias_symbol
MCARP	ANKRD1	hgnc_alias_symbol
MCART1	SLC25A51	hgnc_prev_symbol
MCART2	SLC25A52	hgnc_prev_symbol
MCART3P	SLC25A51P1	hgnc_prev_symbol
MCART4P	SLC25A51P2	hgnc_prev_symbol
MCART5P	SLC25A51P3	hgnc_prev_symbol
MCART6	SLC25A53	hgnc_prev_symbol
MCB5	CYB5A	hgnc_alias_symbol
MCC2	USHBP1	hgnc_alias_symbol
MCCA	MCCC1	hgnc_alias_symbol
MCCB	MCCC2	hgnc_alias_symbol
MCCCα	MCCC1	hgnc_alias_symbol
MCCCβ	MCCC2	hgnc_alias_symbol
MCD4	PIGN	hgnc_alias_symbol
mCD48	CD48	hgnc_alias_symbol
mCD84	CD84	hgnc_alias_symbol
MCDC1	CHST6	hgnc_prev_symbol
MCDR2	PROM1	hgnc_prev_symbol
MCE	MCEE	hgnc_alias_symbol
MCEEP	OR7E46P	hgnc_alias_symbol
MCEF	AFF4	hgnc_alias_symbol
MCF3	ROS1	hgnc_alias_symbol
MCFD1	LMAN1	hgnc_alias_symbol
MCFD2L	MCFD2P1	hgnc_prev_symbol
MCFP	SLC25A40	hgnc_alias_symbol
MCG10	PCBP4	hgnc_alias_symbol
MCG18	DNAJC4	hgnc_alias_symbol
MCG4	ZFPL1	hgnc_alias_symbol
MCGF	IL3	hgnc_alias_symbol
MCH	PMCH	hgnc_alias_symbol
MCH1R	MCHR1	hgnc_alias_symbol
MCH2R	MCHR2	hgnc_alias_symbol
MCH3	CASP7	hgnc_alias_symbol
MCH4	CASP10	hgnc_alias_symbol
MCH5	CASP8	hgnc_alias_symbol
MCH6	CASP9	hgnc_alias_symbol
MCI	MCIDAS	hgnc_alias_symbol
MCI1	LRP8	hgnc_alias_symbol
MCIF	CCL14	hgnc_alias_symbol
MCIN	MCIDAS	hgnc_prev_symbol
MCJ	DNAJC15	hgnc_alias_symbol
MCKD	MUC1	hgnc_alias_symbol
MCKD1	MUC1	hgnc_prev_symbol
MCL	CLEC4D	hgnc_alias_symbol
Mcl-1	MCL1	hgnc_alias_symbol
MCLC	CLCC1	hgnc_alias_symbol
MCM	MMUT	hgnc_alias_symbol
MCM-BP	MCMBP	hgnc_alias_symbol
MCM1	SRF	hgnc_alias_symbol
MCM3AP-AS	MCM3AP-AS1	hgnc_prev_symbol
MCM3APAS	MCM3AP-AS1	hgnc_prev_symbol
MCM8IP	HROB	hgnc_alias_symbol
MCMDC1	MCM9	hgnc_prev_symbol
MCMP	ADAM9	hgnc_alias_symbol
MCMPMltna	ADAM12	hgnc_alias_symbol
MCMT	DNMT1	hgnc_alias_symbol
MCNAA	BPHL	hgnc_prev_symbol
MCOPCB5	SHH	hgnc_alias_symbol
MCP	CD46	hgnc_prev_symbol
MCP-1	CCL2	hgnc_alias_symbol
MCP-1-R	CCR2	hgnc_alias_symbol
MCP-2	CCL8	hgnc_alias_symbol
MCP-3	CCL7	hgnc_alias_symbol
MCP-4	CCL13	hgnc_alias_symbol
MCP1	CCL2	hgnc_alias_symbol
MCP3	CCL7	hgnc_alias_symbol
MCPH2	WDR62	hgnc_prev_symbol
MCPH3	CDK5RAP2	hgnc_prev_symbol
MCPH4	KNL1	hgnc_prev_symbol
MCPH5	ASPM	hgnc_prev_symbol
MCPH6	CPAP	hgnc_prev_symbol
MCPH7	STIL	hgnc_alias_symbol
MCPH9	CEP152	hgnc_alias_symbol
MCPHA	SLC25A19	hgnc_prev_symbol
MCPIP1	ZC3H12A	hgnc_alias_symbol
MCPIP2	ZC3H12B	hgnc_alias_symbol
MCPIP3	ZC3H12C	hgnc_alias_symbol
MCPIP4	ZC3H12D	hgnc_alias_symbol
MCPL	CD46P1	hgnc_prev_symbol
MCPR	ANAPC1	hgnc_alias_symbol
MCRIP	MCRIP1	hgnc_alias_symbol
MCRS2	MCRS1	hgnc_alias_symbol
MCS	ZC4H2	hgnc_prev_symbol
MCSC	SLC25A25	hgnc_alias_symbol
MCSF	CSF1	hgnc_alias_symbol
MCSP	SMCP	hgnc_prev_symbol
MCSPG	CSPG4	hgnc_alias_symbol
MCT-1	MCTS1	hgnc_alias_symbol
MCT10	SLC16A10	hgnc_alias_symbol
MCT11	SLC16A11	hgnc_alias_symbol
MCT12	SLC16A12	hgnc_alias_symbol
MCT13	SLC16A13	hgnc_alias_symbol
MCT14	SLC16A14	hgnc_alias_symbol
MCT2	SLC16A7	hgnc_alias_symbol
MCT8	SLC16A2	hgnc_alias_symbol
MCT9	SLC16A9	hgnc_alias_symbol
MCTS2P	MCTS2	hgnc_prev_symbol
MD-1	LY86	hgnc_alias_symbol
MD-2	LY96	hgnc_alias_symbol
Md6	FBXW2	hgnc_alias_symbol
MDA-5	IFIH1	hgnc_alias_symbol
mda-7	IL24	hgnc_alias_symbol
MDA-9	SDCBP	hgnc_alias_symbol
MDA1	IL19	hgnc_alias_symbol
MDA5	IFIH1	hgnc_alias_symbol
MDAC1	TMEM190	hgnc_alias_symbol
MDB	ABR	hgnc_alias_symbol
MDC	ADAM11	hgnc_prev_symbol
MDC-3.13	TNFAIP8	hgnc_alias_symbol
MDC-Lm	ADAM28	hgnc_alias_symbol
MDC-Ls	ADAM28	hgnc_alias_symbol
MDC1-AS	MDC1-AS1	hgnc_alias_symbol
MDC15	ADAM15	hgnc_alias_symbol
MDC1C	FKRP	hgnc_alias_symbol
MDC2	ADAM22	hgnc_alias_symbol
MDC3	ADAM23	hgnc_alias_symbol
MDC9	ADAM9	hgnc_alias_symbol
MDCR	PAFAH1B1	hgnc_prev_symbol
MDDX28	DDX28	hgnc_alias_symbol
MDEG	ASIC2	hgnc_alias_symbol
MDF2	ITGB1	hgnc_prev_symbol
MDFIC1	MDFIC	hgnc_alias_symbol
MDG	MPG	hgnc_alias_symbol
MDG1	DNAJB9	hgnc_prev_symbol
MDGF	PPBP	hgnc_alias_symbol
MDGI	FABP3	hgnc_prev_symbol
Mdgt	HAGLR	hgnc_alias_symbol
MDHDH	LINC00632	hgnc_alias_symbol
mDia1	DIAPH1	hgnc_alias_symbol
mdig	RIOX2	hgnc_alias_symbol
MDL-1	CLEC5A	hgnc_alias_symbol
MDM	SLURP1	hgnc_alias_symbol
MDM1	SAXO6	hgnc_prev_symbol
MDM35	TRIAP1	hgnc_alias_symbol
Mdm38	LETM1	hgnc_alias_symbol
MDMX	MDM4	hgnc_alias_symbol
mdN	NT5M	hgnc_alias_symbol
MDNCF	CXCL8	hgnc_alias_symbol
MDONA	LINC01455	hgnc_prev_symbol
MDP77	TXLNB	hgnc_alias_symbol
MDPK	DMPK	hgnc_alias_symbol
MDR-NF1	YBX1	hgnc_alias_symbol
MDR1	ABCB1	hgnc_prev_symbol
MDR15	CXCR5	hgnc_alias_symbol
MDR2	ABCB4	hgnc_alias_symbol
MDR3	ABCB4	hgnc_prev_symbol
mDRC	TSPO	hgnc_alias_symbol
MDRS1	SELENON	hgnc_prev_symbol
MDS	PAFAH1B1	hgnc_prev_symbol
MDS001	BBX	hgnc_alias_symbol
MDS003	PSMG2	hgnc_alias_symbol
MDS006	ADPRM	hgnc_alias_symbol
MDS009	DTWD1	hgnc_alias_symbol
MDS010	POGLUT1	hgnc_alias_symbol
MDS011	CCDC90B	hgnc_alias_symbol
MDS015	NIF3L1	hgnc_alias_symbol
MDS018	PPCDC	hgnc_alias_symbol
MDS019	APOBEC3G	hgnc_alias_symbol
MDS023	MRPS35	hgnc_alias_symbol
MDS024	TRMT11	hgnc_alias_symbol
MDS025	CCDC90B	hgnc_alias_symbol
MDS026	PPP2R2D	hgnc_alias_symbol
MDS027	BRK1	hgnc_alias_symbol
MDS028	ITFG2	hgnc_alias_symbol
MDS029	CISD1	hgnc_alias_symbol
MDS030	PLGRKT	hgnc_alias_symbol
MDS031	ALG13	hgnc_alias_symbol
MDS032	USE1	hgnc_alias_symbol
MDS1	MECOM	hgnc_prev_symbol
MDS1-EVI1	MECOM	hgnc_alias_symbol
MDSP	DUSP13A	hgnc_alias_symbol
MDSRP	POGLUT1	hgnc_alias_symbol
MDT1	RDH11	hgnc_alias_symbol
MDU1	SLC3A2	hgnc_prev_symbol
MDU2	CD44	hgnc_prev_symbol
MDU3	CD44	hgnc_prev_symbol
MDY2	UBL4A	hgnc_alias_symbol
mE10	BCL10	hgnc_alias_symbol
ME20	PMEL	hgnc_alias_symbol
ME2GLYDH	DMGDH	hgnc_alias_symbol
ME491	CD63	hgnc_alias_symbol
ME6	PCDHGB7	hgnc_alias_symbol
MEA	MEA1	hgnc_prev_symbol
MEA-2	GOLGA3	hgnc_alias_symbol
MEA5	OGA	hgnc_alias_symbol
MEA6	MIA2	hgnc_alias_symbol
MEAF2	DMAP1	hgnc_alias_symbol
MEAF3	MORF4L1	hgnc_alias_symbol
MEAF4	ING3	hgnc_alias_symbol
mEAK-7	MEAK7	hgnc_alias_symbol
MEAX	VMA21	hgnc_prev_symbol
MEB	POMGNT1	hgnc_prev_symbol
MEC	CCL28	hgnc_alias_symbol
MEC-15	FBXW9	hgnc_alias_symbol
MEC1	ATR	hgnc_alias_symbol
MEC17	ATAT1	hgnc_alias_symbol
MECL1	PSMB10	hgnc_prev_symbol
MECT1	CRTC1	hgnc_prev_symbol
MED	SCN8A	hgnc_prev_symbol
MED14-AS1	MED14OS	hgnc_prev_symbol
MED14P	MED14P1	hgnc_prev_symbol
MED15P	MED15P1	hgnc_prev_symbol
MED15P2	MED15P9	hgnc_prev_symbol
MED2	MED29	hgnc_alias_symbol
Med24	MED22	hgnc_alias_symbol
MED3	MED27	hgnc_alias_symbol
MED4-AS	MED4-AS1	hgnc_prev_symbol
MED5	MED24	hgnc_alias_symbol
MEDA-4	MEDAG	hgnc_alias_symbol
MEDA-7	MZB1	hgnc_alias_symbol
MEEP	BKGD	hgnc_alias_symbol
MEF	MEFV	hgnc_prev_symbol
MEF-2	MYEF2	hgnc_alias_symbol
MEF2AP	MEF2AP1	hgnc_prev_symbol
MEF2BNB	BORCS8	hgnc_prev_symbol
MEF2BNB-MEF2B	BORCS8-MEF2B	hgnc_prev_symbol
MEF2BNBP1	BORCS8P1	hgnc_prev_symbol
MEF3L	PEG10	hgnc_alias_symbol
MEG2	PTPN9	hgnc_alias_symbol
megamind	BIRC6-AS2	hgnc_alias_symbol
MEGANE	HELT	hgnc_alias_symbol
MEGAP	SRGAP3	hgnc_alias_symbol
MEGF1	FAT2	hgnc_alias_symbol
MEGF12	PEAR1	hgnc_prev_symbol
MEGF2	CELSR3	hgnc_alias_symbol
MEGF3	CELSR2	hgnc_alias_symbol
MEGF4	SLIT1	hgnc_alias_symbol
MEGF5	SLIT3	hgnc_alias_symbol
MEGF7	LRP4	hgnc_alias_symbol
MEGT-1	LY6G6F-LY6G6D	hgnc_alias_symbol
MEI5	SFR1	hgnc_alias_symbol
MEICA1	FIRRM	hgnc_alias_symbol
MEILB2	HSF2BP	hgnc_alias_symbol
MEIOK21	BRME1	hgnc_alias_symbol
MEIR5	SFR1	hgnc_prev_symbol
MEIS1-AS1	MEIS1-AS2	hgnc_prev_symbol
MEIS4	MEIS3P1	hgnc_prev_symbol
Meisetz	PRDM9	hgnc_alias_symbol
MEK1	MAP2K1	hgnc_alias_symbol
MEK2	MAP2K2	hgnc_alias_symbol
MEK3	MAP2K3	hgnc_alias_symbol
MEK4	MAP2K4	hgnc_alias_symbol
MEK5	MAP2K5	hgnc_alias_symbol
MEK6	MAP2K6	hgnc_alias_symbol
MEKA	PDC	hgnc_alias_symbol
MEKK	MAP3K1	hgnc_alias_symbol
MEKK1	MAP3K1	hgnc_prev_symbol
MEKK10	MAP3K10	hgnc_alias_symbol
MEKK11	MAP3K11	hgnc_alias_symbol
MEKK12	MAP3K12	hgnc_alias_symbol
MEKK13	MAP3K13	hgnc_alias_symbol
MEKK2	MAP3K2	hgnc_prev_symbol
MEKK2B	MAP3K2	hgnc_alias_symbol
MEKK3	MAP3K3	hgnc_prev_symbol
MEKK4	MAP3K4	hgnc_prev_symbol
MEKK5	MAP3K5	hgnc_prev_symbol
MEKK6	MAP3K6	hgnc_alias_symbol
MEKK7	MAP3K7	hgnc_alias_symbol
MEKK8	MAP3K8	hgnc_alias_symbol
MEKK9	MAP3K9	hgnc_alias_symbol
MEL	RAB8A	hgnc_prev_symbol
MEL-18	PCGF2	hgnc_alias_symbol
MEL-1A-R	MTNR1A	hgnc_alias_symbol
MEL-CSPG	CSPG4	hgnc_alias_symbol
MEL1	PRDM16	hgnc_alias_symbol
Mel1c	GPR50	hgnc_alias_symbol
melanopsin	OPN4	hgnc_alias_symbol
MelCAM	MCAM	hgnc_alias_symbol
MelG	ELAVL1	hgnc_alias_symbol
meloe	HDAC4-AS2	hgnc_alias_symbol
MEM3	VPS35	hgnc_alias_symbol
memA	PNN	hgnc_alias_symbol
MEMD	ALCAM	hgnc_alias_symbol
MEMO	MEMO1	hgnc_alias_symbol
MEMO1P	MEMO1P1	hgnc_prev_symbol
Men	ELL	hgnc_alias_symbol
MEN2A	RET	hgnc_prev_symbol
MEN2B	RET	hgnc_prev_symbol
MENA	ENAH	hgnc_alias_symbol
MENepsilon/beta	NEAT1	hgnc_alias_symbol
MENT	C1orf56	hgnc_alias_symbol
MENTHO	STARD3NL	hgnc_alias_symbol
MEOX2-AS1	LINC02587	hgnc_prev_symbol
MEP1AL1	MEP1AP1	hgnc_prev_symbol
MEP1AL2	MEP1AP2	hgnc_prev_symbol
MEP50	WDR77	hgnc_alias_symbol
MEPI	SERPINI2	hgnc_alias_symbol
mer	MERTK	hgnc_alias_symbol
MER3	HFM1	hgnc_alias_symbol
MER5	PRDX3	hgnc_alias_symbol
MER6	CD47	hgnc_prev_symbol
MERIT40	BABAM1	hgnc_alias_symbol
merlin	NF2	hgnc_alias_symbol
merlin-1	NF2	hgnc_alias_symbol
MERM1	BUD23	hgnc_alias_symbol
MERP-1	EPDR1	hgnc_alias_symbol
MERP1	EPDR1	hgnc_alias_symbol
MERRF	MT-TK	hgnc_prev_symbol
MESDC1	TLNRD1	hgnc_prev_symbol
MESDC2	MESD	hgnc_prev_symbol
MESH1	HDDC3	hgnc_alias_symbol
MESRGP	CDCA8	hgnc_alias_symbol
MEST-AS1	MESTIT1	hgnc_alias_symbol
MEST-IT1	MESTIT1	hgnc_prev_symbol
Met	SLTM	hgnc_alias_symbol
MET1	GZMM	hgnc_alias_symbol
MET18	MMS19	hgnc_alias_symbol
MetaLnc9	LINC00963	hgnc_alias_symbol
MetAP1A	METAP1	hgnc_alias_symbol
Metap1l	METAP1D	hgnc_alias_symbol
METCAM	MCAM	hgnc_alias_symbol
METH1	ADAMTS1	hgnc_alias_symbol
METH2	ADAMTS8	hgnc_alias_symbol
METL	METTL2B	hgnc_alias_symbol
metnase	SETMAR	hgnc_alias_symbol
MetRS	MARS1	hgnc_alias_symbol
METT10D	METTL16	hgnc_prev_symbol
METT11D1	METTL17	hgnc_prev_symbol
METT5D1	METTL15	hgnc_prev_symbol
METT5D2	METTL15P1	hgnc_prev_symbol
METTL10	EEF1AKMT2	hgnc_prev_symbol
METTL11A	NTMT1	hgnc_prev_symbol
METTL11B	NTMT2	hgnc_prev_symbol
METTL12	CSKMT	hgnc_prev_symbol
METTL19	TRMT44	hgnc_prev_symbol
METTL2	METTL2B	hgnc_prev_symbol
METTL20	ETFBKMT	hgnc_prev_symbol
METTL21B	EEF1AKMT3	hgnc_prev_symbol
METTL21CP1	METTL21EP	hgnc_prev_symbol
METTL21D	VCPKMT	hgnc_prev_symbol
METTL7A	TMT1A	hgnc_prev_symbol
METTL7AP1	TMT1AP1	hgnc_prev_symbol
METTL7B	TMT1B	hgnc_prev_symbol
MEX	ZSWIM2	hgnc_alias_symbol
Mex67	NXF1	hgnc_alias_symbol
MF1	FEN1	hgnc_alias_symbol
MF4	FGF16	hgnc_prev_symbol
MFAT	AWAT2	hgnc_alias_symbol
MFE-2	HSD17B4	hgnc_alias_symbol
MFG-E8	MFGE8	hgnc_alias_symbol
MFH-1	FOXC2	hgnc_alias_symbol
MFI	C11orf65	hgnc_alias_symbol
MFI2	MELTF	hgnc_prev_symbol
MFI2-AS1	MELTF-AS1	hgnc_prev_symbol
MFI7	ITGB2	hgnc_prev_symbol
MFR	SIRPA	hgnc_alias_symbol
MFRN	SLC25A37	hgnc_alias_symbol
MFRN1	SLC25A37	hgnc_alias_symbol
MFS1	FBN1	hgnc_prev_symbol
MFS2	TGFBR2	hgnc_prev_symbol
MFSD10	SLC75A1	hgnc_prev_symbol
MFSD13A	SLC68A1	hgnc_prev_symbol
MFSD13B	SLC68A2P	hgnc_prev_symbol
MFSD14A	SLC71A1	hgnc_prev_symbol
MFSD14A-AS1	SLC71A1-AS1	hgnc_prev_symbol
MFSD14B	SLC71A2	hgnc_prev_symbol
MFSD14C	SLC71A3P	hgnc_prev_symbol
MFSD14CP	SLC71A3P	hgnc_prev_symbol
MFSD2	MFSD2A	hgnc_prev_symbol
MFSD3	SLC33A2	hgnc_prev_symbol
MFSD4	SLC60A1	hgnc_prev_symbol
MFSD4A	SLC60A1	hgnc_prev_symbol
MFSD4A-AS1	SLC60A1-AS1	hgnc_prev_symbol
MFSD4B	SLC60A2	hgnc_prev_symbol
MFSD4B-DT	SLC60A2-DT	hgnc_prev_symbol
MFSD4BP1	SLC60A2P1	hgnc_prev_symbol
MFSD5	SLC61A1	hgnc_prev_symbol
MFSD7	SLC49A3	hgnc_prev_symbol
MFSD7B	FLVCR1	hgnc_alias_symbol
MFSD7C	FLVCR2	hgnc_alias_symbol
MFSD9	SLC67A2	hgnc_prev_symbol
MFTC	SLC25A32	hgnc_alias_symbol
MFTL	RPS3A	hgnc_prev_symbol
MG-160	GLG1	hgnc_alias_symbol
MG1	MUC5B	hgnc_alias_symbol
Mg11	SAMHD1	hgnc_alias_symbol
MG2	MUC7	hgnc_alias_symbol
Mg23	TMEM109	hgnc_alias_symbol
Mg29	SYPL2	hgnc_alias_symbol
MG50	PXDN	hgnc_alias_symbol
MG53	TRIM72	hgnc_alias_symbol
MG56	HHATL	hgnc_alias_symbol
MG61	PORCN	hgnc_alias_symbol
MGA1	CUBN	hgnc_prev_symbol
MGA3	OPA3	hgnc_alias_symbol
MGAT	MGAT1	hgnc_prev_symbol
MGAT1.2	POMGNT1	hgnc_alias_symbol
MGAT5A	MGAT5	hgnc_alias_symbol
MGB1	SCGB2A2	hgnc_prev_symbol
MGB2	SCGB2A1	hgnc_prev_symbol
MGC-24	CD164	hgnc_alias_symbol
MGC-24v	CD164	hgnc_alias_symbol
MGC1	CHRDL1	hgnc_prev_symbol
MGC10067	UBLCP1	hgnc_alias_symbol
MGC10084	ELMOD2	hgnc_alias_symbol
MGC1010	SMOX	hgnc_alias_symbol
MGC10120	BLOC1S2	hgnc_alias_symbol
MGC10170	H2AZ2	hgnc_alias_symbol
MGC10198	RWDD4	hgnc_alias_symbol
MGC10200	SKA1	hgnc_alias_symbol
MGC10204	ALDH16A1	hgnc_alias_symbol
MGC10210	WSB2	hgnc_alias_symbol
MGC10233	TBCEL	hgnc_alias_symbol
MGC10235	ALKBH8	hgnc_alias_symbol
MGC102753	SURF4	hgnc_alias_symbol
MGC102762	ERCC2	hgnc_alias_symbol
MGC102768	SYTL2	hgnc_alias_symbol
MGC102804	DCAF1	hgnc_alias_symbol
MGC102866	TIMM8B	hgnc_alias_symbol
MGC102891	FAM174B	hgnc_alias_symbol
MGC102953	FGF11	hgnc_alias_symbol
MGC102964	CIBAR1P2	hgnc_alias_symbol
MGC102966	KRT16P3	hgnc_alias_symbol
MGC10327	STARD5	hgnc_alias_symbol
MGC10334	CPTP	hgnc_alias_symbol
MGC104174	MRPL39	hgnc_alias_symbol
MGC104186	KIF9	hgnc_alias_symbol
MGC104216	NCOR1	hgnc_alias_symbol
MGC104230	HMGN1	hgnc_alias_symbol
MGC104241	TNNT1	hgnc_alias_symbol
MGC104255	EIF5A	hgnc_alias_symbol
MGC104274	RPL21	hgnc_alias_symbol
MGC104275	RPL21	hgnc_alias_symbol
MGC10430	IL1RN	hgnc_alias_symbol
MGC10433	RBM42	hgnc_alias_symbol
MGC10442	BLK	hgnc_alias_symbol
MGC104437	C2orf76	hgnc_alias_symbol
MGC104475	COX19	hgnc_alias_symbol
MGC104638	MYO1E	hgnc_alias_symbol
MGC104706	CFAP119	hgnc_alias_symbol
MGC10471	YJU2B	hgnc_alias_symbol
