gene_symbol	pheno_score
NDUFS6	7.6923
MTRR	7.6923
KDM1A	7.6923
FOXP3	7.6923
MRPL3	7.6923
HNRNPR	7.6923
GCSH	7.6923
CHRNB1	7.6923
DHCR24	7.6923
ST3GAL5	7.6923
MTOR	7.6923
PEX11B	7.6923
TRAK1	7.6923
PDSS2	7.6923
ACSF3	7.6923
LSM7	7.6923
NDUFAF8	7.6923
ATP10A	7.6923
PYCR2	7.6923
COG4	7.6923
CCDC88A	7.6923
TIMMDC1	7.6923
GABBR2	7.6923
SLC25A19	7.6923
GFM2	7.6923
RFT1	7.6923
PPP3CA	7.6923
GABRA2	7.6923
DPM1	7.6923
SCNN1B	7.6923
NDUFAF3	7.6923
SEPHS1	7.6923
NDUFB9	7.6923
HADH	7.6923
SLC7A7	7.6923
IYD	7.6923
ALDH6A1	7.6923
PIEZO2	7.6923
KCNQ2	7.6923
RNF13	7.6923
COX15	7.6923
ASNS	7.6923
SCN1A	7.6923
DUOX2	7.6923
LHX1	7.6923
SLC6A3	7.6923
RNF6	7.6923
CLTCL1	7.6923
PEX5	7.6923
CDK8	7.6923
DUOXA2	7.6923
IL17F	7.6923
UBE3C	7.6923
QRICH1	7.6923
CWC27	7.6923
SCNN1A	7.6923
FOXRED1	7.6923
SLC25A15	7.6923
GLRX5	7.6923
OPLAH	7.6923
NUP214	7.6923
MYT1L	7.6923
TRMT5	7.6923
LRRC7	7.6923
IVD	7.6923
AFF4	7.6923
MED27	7.6923
TAOK1	7.6923
RETREG1	7.6923
COX10	7.6923
AP1S2	7.6923
HMGA2	7.6923
KCNQ5	7.6923
GLRA2	7.6923
PEX10	7.6923
H19	7.6923
SUCLG1	7.6923
VPS51	7.6923
HLCS	7.6923
TTC21B	7.6923
KRT5	7.6923
KMT2E	7.6923
NDUFB3	7.6923
CLCN4	7.6923
WDR19	7.6923
DDX3X	7.6923
GSC	7.6923
DPYS	7.6923
PRKCSH	7.6923
GABRG2	7.6923
SLC5A6	7.6923
GRWD1	7.6923
ASL	7.6923
NR3C2	7.6923
COQ9	7.6923
POU1F1	7.6923
YWHAG	7.6923
UGDH	7.6923
IGF2	7.6923
NDUFAF1	7.6923
MTO1	7.6923
PRDX1	7.6923
CISD2	7.6923
TP53RK	7.6923
FAM149B1	7.6923
CYP11A1	7.6923
PPP2R1A	7.6923
ZNF148	7.6923
CYFIP2	7.6923
CNOT2	7.6923
TUBB3	7.6923
CACNA1I	7.6923
TCF4	7.6923
YIF1B	7.6923
ACTN2	7.6923
FCSK	7.6923
TIMM22	7.6923
TELO2	7.6923
ACTL6B	7.6923
WDR83OS	7.6923
KCNH5	7.6923
KRT14	7.6923
EPM2A	7.6923
NDUFS4	7.6923
UCP2	7.6923
NDUFS7	7.6923
CACNA1S	7.6923
COQ7	7.6923
CAMSAP1	7.6923
SHQ1	7.6923
KIF1A	7.6923
GALNT2	7.6923
GNAI3	7.6923
ERCC1	7.6923
IFT80	7.6923
SPOUT1	7.6923
UBA1	7.6923
PRORP	7.6923
TSHB	7.6923
CNTNAP2	7.6923
MOCS1	7.6923
SMARCA2	7.6923
LTBP1	7.6923
SLC16A1	7.6923
HADHB	7.6923
SEC63	7.6923
EN1	7.6923
H4C5	7.6923
ZNHIT3	7.6923
PURA	7.6923
LBX1	7.6923
PPM1D	7.6923
ECHS1	7.6923
RPS6KA3	7.6923
OCRL	7.6923
IQSEC2	7.6923
GRB10	7.6923
NEXMIF	7.6923
SNX10	7.6923
ERCC5	7.6923
PGAP3	7.6923
PEX6	7.6923
CASR	7.6923
STT3A	7.6923
ETHE1	7.6923
FZD2	7.6923
UGP2	7.6923
SLC1A2	7.6923
COX8A	7.6923
TRAPPC4	7.6923
GAA	7.6923
SAMHD1	7.6923
LRP4	7.6923
TGFB1	7.6923
TMEM106B	7.6923
FGF12	7.6923
HDAC4	7.6923
LRP5	7.6923
LIPT2	7.6923
NECAP1	7.6923
UQCC3	7.6923
CACNA1B	7.6923
KMT5B	7.6923
IDUA	7.6923
PACSIN3	7.6923
SCO1	7.6923
CHAMP1	7.6923
SERAC1	7.6923
H1-4	7.6923
UFSP2	7.6923
CLTC	7.6923
GSX2	7.6923
TPR	7.6923
DHFR	7.6923
PLPBP	7.6923
HECW2	7.6923
SCAF4	7.6923
EDN1	7.6923
IFIH1	7.6923
DZIP1L	7.6923
PIGB	7.6923
NDUFS8	7.6923
CPT1A	7.6923
IER3IP1	7.6923
PKHD1	7.6923
TG	7.6923
LHX4	7.6923
AIFM1	7.6923
BUD13	7.6923
WWOX	7.6923
BICRA	7.6923
TNPO2	7.6923
SUPT16H	7.6923
NHLRC1	7.6923
SET	7.6923
ASH1L	7.6923
MRPS16	7.6923
ALG13	7.6923
ACY1	7.6923
KCNC2	7.6923
PEX26	7.6923
UFM1	7.6923
TSFM	7.6923
NTRK2	7.6923
RAC1	7.6923
KCNK4	7.6923
PEX13	7.6923
FGF4	7.6923
KRT6A	7.6923
ERCC2	7.6923
HS2ST1	7.6923
WDR73	7.6923
CAMLG	7.6923
COL6A1	7.6923
SETD2	7.6923
GALK1	7.6923
NEUROG1	7.6923
SUCLA2	7.6923
NRXN1	7.6923
TEFM	7.6923
AP3B2	7.6923
CLDN16	7.6923
SNIP1	7.6923
ANKH	7.6923
COLEC10	7.6923
BCKDK	7.6923
NAPB	7.6923
BLM	7.6923
SH3BP2	7.6923
RNF2	7.6923
FARSA	7.6923
FOXG1	7.6923
BTD	7.6923
MOCS2	7.6923
AGO1	7.6923
RALGAPA1	7.6923
CRLS1	7.6923
PTPMT1	7.6923
UBA2	7.6923
CENPT	7.6923
BRAT1	7.6923
DLD	7.6923
TSPOAP1	7.6923
TLK2	7.6923
PCCA	7.6923
HESX1	7.6923
TRAPPC11	7.6923
NDUFA1	7.6923
MCCC1	7.6923
NEDD4L	7.6923
SLC13A5	7.6923
ALG6	7.6923
NDUFAF5	7.6923
HIKESHI	7.6923
POLR3K	7.6923
GTF3C3	7.6923
NADK2	7.6923
MARS2	7.6923
GNAI1	7.6923
RNH1	7.6923
ZNF292	7.6923
CLEC7A	7.6923
FBXW7	7.6923
PTCD3	7.6923
MN1	7.6923
LIAS	7.6923
EIF4A3	7.6923
FZR1	7.6923
POLR2A	7.6923
SMPD1	7.6923
CDK19	7.6923
CYP11B2	7.6923
GRIA1	7.6923
PSMC1	7.6923
ZSWIM6	7.6923
CNKSR2	7.6923
HK1	7.6923
FOXP1	7.6923
SRRM2	7.6923
MPDU1	7.6923
SCNN1G	7.6923
GUF1	7.6923
TCF20	7.6923
NFU1	7.6923
NARS2	7.6923
FDFT1	7.6923
HNF1A	7.6923
KRT16	7.6923
TSHR	7.6923
DYNC2H1	7.6923
PTPN23	7.6923
WNK1	7.6923
DEGS1	7.6923
AIMP2	7.6923
NLRC4	7.6923
SLC5A5	7.6923
PIGV	7.6923
ERCC8	7.6923
HNF1B	7.6923
SYNGAP1	7.6923
MRPL39	7.6923
WDR26	7.6923
ZBTB18	7.6923
KCNA2	7.6923
TRMU	7.6923
CLCF1	7.6923
MOCS3	7.6923
OTC	7.6923
IREB2	7.6923
SLC52A1	7.6923
UQCRFS1	7.6923
MIPEP	7.6923
NAA20	7.6923
EMG1	7.6923
MMAA	7.6923
RNU7-1	7.6923
PROP1	7.6923
WDPCP	7.6923
SSR4	7.6923
ABAT	7.6923
ISCA1	7.6923
DLAT	7.6923
MYO1A	7.6923
HNRNPH1	7.6923
BCKDHB	7.6923
ATPAF2	7.6923
RARS2	7.6923
GPT2	7.6923
TH	7.6923
NTNG1	7.6923
PRKAG2	7.6923
MMADHC	7.6923
NDUFS2	7.6923
ELP1	7.6923
ALG11	7.6923
DPAGT1	7.6923
RMP64	7.6923
NDUFB10	7.6923
UNC80	7.6923
PCCB	7.6923
DDX6	7.6923
PMPCB	7.6923
CNOT3	7.6923
MCCC2	7.6923
DHX30	7.6923
NDUFAF4	7.6923
TRMT10C	7.6923
RNASEH2A	7.6923
CLP1	7.6923
SLC30A9	7.6923
ERCC6	7.6923
MT-TE	7.6923
EEF1A2	7.6923
NUDT2	7.6923
TREX1	7.6923
TOE1	7.6923
KRT17	7.6923
MEF2C	7.6923
TET3	7.6923
FARSB	7.6923
DEPDC5	7.6923
PIGW	7.6923
PRKD1	7.6923
NDUFV2	7.6923
WASF1	7.6923
BCS1L	7.6923
MDH2	7.6923
PIGS	7.6923
PMM2	7.6923
HCN1	7.6923
ABCC8	7.6923
COX6B1	7.6923
LINGO1	7.6923
PET100	7.6923
EZH2	7.6923
GABRB2	7.6923
PDHA1	7.6923
UBA5	7.6923
SOX5	7.6923
HSPD1	7.6923
ARSA	7.6923
ALG8	7.6923
ATP6V0A2	7.6923
NDUFA2	7.6923
TXN2	7.6923
STX3	7.6923
GABRA5	7.6923
FBP2	7.6923
DNM1	7.6923
PRKG2	7.6923
TOPORS	7.6923
GGT1	7.6923
SRP54	7.6923
CPT2	7.6923
NDN	7.6923
PHIP	7.6923
GGPS1	7.6923
PARS2	7.6923
ALDH7A1	7.6923
IFT140	7.6923
AARS2	7.6923
MICOS13	7.6923
DEAF1	7.6923
TMEM126B	7.6923
VPS50	7.6923
SHANK3	7.6923
PEX3	7.6923
CPSF3	7.6923
MLYCD	7.6923
NFKBIA	7.6923
EARS2	7.6923
AAAS	7.6923
IL17RC	7.6923
MARS1	7.6923
MTR	7.6923
CDKN1C	7.6923
CELF2	7.6923
GRIA4	7.6923
GOT2	7.6923
GTF2H5	7.6923
PLAG1	7.6923
SARS2	7.6923
COL25A1	7.6923
KCNB1	7.6923
PSPH	7.6923
GALT	7.6923
CACNA2D1	7.6923
PIGU	7.6923
LHX3	7.6923
ACADS	7.6923
MMAB	7.6923
NSMCE3	7.6923
HADHA	7.6923
DHDDS	7.6923
HNRNPC	7.6923
AARS1	7.6923
LGI1	7.6923
NAGS	7.6923
PEX14	7.6923
PDE10A	7.6923
SLITRK2	7.6923
CAMK2B	7.6923
SLC6A8	7.6923
GPHN	7.6923
STAC3	7.6923
GFM1	7.6923
PEX12	7.6923
ANAPC1	7.6923
COX11	7.6923
PREPL	7.6923
RBMX	7.6923
MMACHC	7.6923
IARS1	7.6923
RAC3	7.6923
CLCN6	7.6923
GATAD2B	7.6923
SUZ12	7.6923
TBL1XR1	7.6923
LTBP4	7.6923
VPS4A	7.6923
YARS1	7.6923
SLC26A4	7.6923
SCN9A	7.6923
BCKDHA	7.6923
NAA80	7.6923
STT3B	7.6923
NUBPL	7.6923
SNRPN	7.6923
CCDC32	7.6923
ARV1	7.6923
RAB11B	7.6923
TPO	7.6923
CHKA	7.6923
EPB41L1	7.6923
NACC1	7.6923
NAA15	7.6923
HIBCH	7.6923
MRPS28	7.6923
NGLY1	7.6923
TTC19	7.6923
OPTN	7.6923
KIT	7.6923
CRYAB	7.6923
PON2	7.6923
SLC2A3	7.6923
APP	7.6923
TTBK2	7.6923
TGM6	7.6923
KCNC3	7.6923
ATXN2	7.6923
ATP7B	7.6923
DCTN1	7.6923
GTPBP2	7.6923
CTSA	7.6923
VAPB	7.6923
MT-ND5	7.6923
SPTSSA	7.6923
VPS13C	7.6923
MT-ND6	7.6923
RNF170	7.6923
PRNP	7.6923
CEP85L	7.6923
GRHL2	7.6923
CYP27A1	7.6923
MYH2	7.6923
MT-ATP8	7.6923
SNCAIP	7.6923
AMPD2	7.6923
SLC20A2	7.6923
PRPH	7.6923
SETX	7.6923
UBQLN2	7.6923
NPC1	7.6923
FXN	7.6923
HLA-DRB1	7.6923
SPG21	7.6923
NEU1	7.6923
DDHD2	7.6923
XRCC1	7.6923
PPARGC1A	7.6923
NEFH	7.6923
LRRK2	7.6923
CDC73	7.6923
REPS1	7.6923
GJB1	7.6923
PHEX	7.6923
GFAP	7.6923
GRM1	7.6923
PON1	7.6923
MT-TV	7.6923
TUBB4A	7.6923
NUP54	7.6923
TNPO3	7.6923
ERLIN2	7.6923
AOPEP	7.6923
HPRT1	7.6923
UCHL1	7.6923
STUB1	7.6923
ADH1C	7.6923
MT-TT	7.6923
ADD3	7.6923
TARDBP	7.6923
TREM2	7.6923
AR	7.6923
CCN2	7.6923
PTRHD1	7.6923
XPR1	7.6923
DNAJC13	7.6923
POLR3B	7.6923
MT-TK	7.6923
FA2H	7.6923
GUCY1A1	7.6923
HLA-DQB1	7.6923
ATXN3	7.6923
HGSNAT	7.6923
YARS2	7.6923
NEFL	7.6923
STXBP1	7.6923
MYH14	7.6923
SLC52A2	7.6923
DYSF	7.6923
JAM2	7.6923
FMR1	7.6923
EXT1	7.6923
PRDX3	7.6923
QDPR	7.6923
CAPRIN1	7.6923
CSF1R	7.6923
ATXN8	7.6923
MRPS25	7.6923
SLC19A3	7.6923
VPS13A	7.6923
SYT14	7.6923
CARMIL2	7.6923
APOE	7.6923
CAD	7.6923
NOS1	7.6923
TMEM63B	7.6923
PAX7	7.6923
CYP7B1	7.6923
FERMT1	7.6923
PCNA	7.6923
APTX	7.6923
DNAJB6	7.6923
GTPBP1	7.6923
AQP4	7.6923
CCR6	7.6923
PNKD	7.6923
ATXN1	7.6923
MINPP1	7.6923
B4GALNT1	7.6923
REEP1	7.6923
NUP62	7.6923
EIF4G1	7.6923
ANXA11	7.6923
SEC31A	7.6923
MATR3	7.6923
TAF1	7.6923
KIAA0319L	7.6923
SCARB2	7.6923
HTRA1	7.6923
MT-ATP6	7.6923
NOP56	7.6923
CNBP	7.6923
TAF15	7.6923
HSD17B10	7.6923
CFAP410	7.6923
HEPACAM	7.6923
POLG	7.6923
LIG3	7.6923
NUTM2B-AS1	7.6923
LMX1B	7.6923
PYROXD1	7.6923
PSEN1	7.6923
MB	7.6923
ATP2B3	7.6923
ABCD3	7.6923
SLC1A3	7.6923
HEXB	7.6923
FTL	7.6923
ECM1	7.6923
FRG1	7.6923
RAB32	7.6923
GPRC5B	7.6923
SQSTM1	7.6923
TIMM8A	7.6923
ATXN8OS	7.6923
VPS11	7.6923
SNCA	7.6923
HPDL	7.6923
PFN1	7.6923
VCP	7.6923
MMP1	7.6923
MT-ND4	7.6923
NDUFA9	7.6923
TYMP	7.6923
NSRP1	7.6923
DKK1	7.6923
NAA60	7.6923
KY	7.6923
SACS	7.6923
FLNC	7.6923
SLC44A1	7.6923
MT-TW	7.6923
GIGYF2	7.6923
VARS1	7.6923
IRF2BPL	7.6923
PMP22	7.6923
ASCC3	7.6923
ATXN10	7.6923
TPP1	7.6923
MAPT	7.6923
GBA2	7.6923
FBXO7	7.6923
VPS35	7.6923
PDGFRB	7.6923
PIK3R5	7.6923
UNC13A	7.6923
HMBS	7.6923
SLC6A9	7.6923
PRKCG	7.6923
KCND3	7.6923
HLA-DQA1	7.6923
IL6ST	7.6923
POLG2	7.6923
TAMM41	7.6923
HLA-B	7.6923
PYGM	7.6923
CACNA1G	7.6923
MT-TL2	7.6923
STAT3	7.6923
PDGFB	7.6923
CCNF	7.6923
RRM1	7.6923
THAP11	7.6923
SPART	7.6923
TBP	7.6923
ACOX1	7.6923
CMPK2	7.6923
SATB1	7.6923
ANG	7.6923
PRKRA	7.6923
GLT8D1	7.6923
ERBB4	7.6923
LRP12	7.6923
HMGCR	7.6923
PDE8B	7.6923
MPZ	7.6923
AFG3L2	7.6923
GDAP2	7.6923
MEGF10	7.6923
GIPC1	7.6923
CHMP2B	7.6923
PLIN4	7.6923
SLC25A4	7.6923
NOTCH2NLC	7.6923
IRF5	7.6923
PON3	7.6923
MYORG	7.6923
MYOT	7.6923
DES	7.6923
SPG7	7.6923
RILPL1	7.6923
TRAPPC6B	7.6923
PUS3	7.6923
DAO	7.6923
TUBA4A	7.6923
CHCHD10	7.6923
GSN	7.6923
ZFYVE26	7.6923
NF2	7.6923
ATP13A2	7.6923
DAB1	7.6923
TWNK	7.6923
HNRNPA1	7.6923
FASTKD5	7.6923
MGME1	7.6923
IL7	7.6923
SYK	7.6923
RIPK1	7.6923
COPG1	7.6923
IRF1	7.6923
RFXANK	7.6923
DOCK8	7.6923
CIITA	7.6923
FCHO1	7.6923
MAP3K14	7.6923
RFXAP	7.6923
COPZ1	7.6923
PTPRC	7.6923
RFX5	7.6923
NHP2	7.6923
SLC19A1	7.6923
IVNS1ABP	7.6923
USB1	7.6923
AGL	7.6923
DIAPH1	7.6923
TERT	7.6923
ZBTB24	7.6923
XRCC4	7.6923
PIK3R1	7.6923
LRBA	7.6923
TNFRSF4	7.6923
IRF8	7.6923
LMNB2	7.6923
LAMTOR2	7.6923
TNFRSF13B	7.6923
AK2	7.6923
PSTPIP1	7.6923
ISG15	7.6923
IGLL1	7.6923
RNF168	7.6923
DKC1	7.6923
CUBN	7.6923
RMRP	7.6923
CYBB	7.6923
TNFRSF13C	7.6923
CD28	7.6923
TCF3	7.6923
LCP2	7.6923
MTHFD1	7.6923
TERC	7.6923
CHD1	7.6923
GATA2	7.6923
WAS	7.6923
CD79A	7.6923
STIM1	7.6923
SMARCAL1	7.6923
CTC1	7.6923
CD40	7.6923
MALT1	7.6923
RBCK1	7.6923
TLR3	7.6923
ACD	7.6923
IL12B	7.6923
BLNK	7.6923
IFNGR1	7.6923
PSMB10	7.6923
CDCA7	7.6923
HYOU1	7.6923
CTLA4	7.6923
UHRF1	7.6923
PARN	7.6923
IL12RB1	7.6923
NFKB1	7.6923
IKBKB	7.6923
IL21R	7.6923
NOP10	7.6923
KLLN	7.6923
LRRC8A	7.6923
RTEL1	7.6923
ICOS	7.6923
NR3C1	7.6923
TRAF3	7.6923
AMN	7.6923
FCGR3A	7.6923
MLPH	7.6923
CARD11	7.6923
TP53	7.6923
LYST	7.6923
ORAI1	7.6923
NFKB2	7.6923
USF3	7.6923
CDC42	7.6923
BCL10	7.6923
USP8	7.6923
XIAP	7.6923
HELLS	7.6923
MAN2B2	7.6923
UNG	7.6923
CARD9	7.6923
CD79B	7.6923
TICAM1	7.6923
CUL4B	7.6923
MAGT1	7.6923
ALG1	7.6923
SPI1	7.6923
NPM1	7.6923
CTPS1	7.6923
WRAP53	7.6923
USP48	7.6923
CDH23	7.6923
TNFRSF1B	7.6923
EFL1	7.6923
AICDA	7.6923
IRF7	7.6923
IRF2BP2	7.6923
MS4A1	7.6923
TFRC	7.6923
IRAK4	7.6923
SH2D1A	7.6923
CR2	7.6923
LCK	7.6923
DCLRE1B	7.6923
CYBA	7.6923
CD19	7.6923
ARPC5	7.6923
TYK2	7.6923
NCF2	7.6923
IL2RB	7.6923
RAB27A	7.6923
SEC23B	7.6923
CD40LG	7.6923
TBCE	7.6923
SBDS	7.6923
UNC93B1	7.6923
ICOSLG	7.6923
MAN2B1	7.6923
IFNGR2	7.6923
OTULIN	7.6923
MYC	7.6923
IGHM	7.6923
TINF2	7.6923
CORO1A	7.6923
